sensorId,latitude,longitude,Month,Date,Counts
3,-37.81101523,144.96429485,1,4.0,27949.0
3,-37.81101523,144.96429485,1,5.0,24936.0
3,-37.81101523,144.96429485,1,6.0,33456.0
3,-37.81101523,144.96429485,1,7.0,30580.0
3,-37.81101523,144.96429485,1,8.0,27444.0
3,-37.81101523,144.96429485,1,9.0,25149.0
3,-37.81101523,144.96429485,1,10.0,26425.0
3,-37.81101523,144.96429485,1,11.0,26669.0
3,-37.81101523,144.96429485,1,12.0,27397.0
3,-37.81101523,144.96429485,1,13.0,28038.0
3,-37.81101523,144.96429485,1,14.0,24141.0
3,-37.81101523,144.96429485,1,15.0,18697.0
3,-37.81101523,144.96429485,1,16.0,20745.0
3,-37.81101523,144.96429485,1,17.0,18502.0
3,-37.81101523,144.96429485,1,18.0,16349.0
3,-37.81101523,144.96429485,1,19.0,14987.0
3,-37.81101523,144.96429485,1,20.0,15309.0
3,-37.81101523,144.96429485,1,21.0,13122.0
3,-37.81101523,144.96429485,1,22.0,9625.0
3,-37.81101523,144.96429485,1,23.0,9673.0
3,-37.81101523,144.96429485,1,24.0,5697.0
3,-37.81101523,144.96429485,1,25.0,5231.0
3,-37.81101523,144.96429485,1,26.0,5328.0
3,-37.81101523,144.96429485,1,27.0,5562.0
3,-37.81101523,144.96429485,1,28.0,5079.0
3,-37.81101523,144.96429485,1,29.0,3511.0
3,-37.81101523,144.96429485,1,30.0,4320.0
3,-37.81101523,144.96429485,1,31.0,3908.0
4,-37.81487988,144.9660878,2,1.0,4466.0
4,-37.81487988,144.9660878,2,2.0,3859.0
4,-37.81487988,144.9660878,2,3.0,4750.0
4,-37.81487988,144.9660878,2,4.0,3043.0
4,-37.81487988,144.9660878,2,5.0,2838.0
4,-37.81487988,144.9660878,2,6.0,4584.0
4,-37.81487988,144.9660878,2,7.0,4254.0
4,-37.81487988,144.9660878,2,8.0,4765.0
4,-37.81487988,144.9660878,2,9.0,5016.0
4,-37.81487988,144.9660878,2,10.0,2790.0
4,-37.81487988,144.9660878,2,11.0,3187.0
4,-37.81487988,144.9660878,2,12.0,2791.0
4,-37.81487988,144.9660878,2,13.0,3464.0
4,-37.81487988,144.9660878,2,14.0,4646.0
4,-37.81487988,144.9660878,2,15.0,4845.0
4,-37.81487988,144.9660878,2,16.0,4522.0
4,-37.81487988,144.9660878,2,17.0,5037.0
4,-37.81487988,144.9660878,2,18.0,4081.0
4,-37.81487988,144.9660878,2,19.0,3818.0
4,-37.81487988,144.9660878,2,20.0,4628.0
4,-37.81487988,144.9660878,2,21.0,4841.0
4,-37.81487988,144.9660878,2,22.0,4787.0
4,-37.81487988,144.9660878,2,23.0,4902.0
4,-37.81487988,144.9660878,2,24.0,5625.0
4,-37.81487988,144.9660878,2,25.0,4601.0
4,-37.81487988,144.9660878,2,26.0,3957.0
4,-37.81487988,144.9660878,2,27.0,5351.0
4,-37.81487988,144.9660878,2,28.0,5617.0
4,-37.81487988,144.9660878,2,29.0,4334.0
4,-37.81487988,144.9660878,2,30.0,5260.0
4,-37.81487988,144.9660878,1,1.0,26574.0
4,-37.81487988,144.9660878,1,2.0,29895.0
4,-37.81487988,144.9660878,1,3.0,33170.0
4,-37.81487988,144.9660878,1,4.0,31667.0
4,-37.81487988,144.9660878,1,5.0,32567.0
4,-37.81487988,144.9660878,1,6.0,37439.0
4,-37.81487988,144.9660878,1,7.0,33602.0
4,-37.81487988,144.9660878,1,8.0,33258.0
4,-37.81487988,144.9660878,1,9.0,27164.0
4,-37.81487988,144.9660878,1,10.0,29327.0
4,-37.81487988,144.9660878,1,11.0,30073.0
4,-37.81487988,144.9660878,1,12.0,31892.0
4,-37.81487988,144.9660878,1,13.0,31588.0
4,-37.81487988,144.9660878,1,14.0,26770.0
4,-37.81487988,144.9660878,1,15.0,20548.0
4,-37.81487988,144.9660878,1,16.0,23350.0
4,-37.81487988,144.9660878,1,17.0,20094.0
4,-37.81487988,144.9660878,1,18.0,18271.0
4,-37.81487988,144.9660878,1,19.0,16996.0
4,-37.81487988,144.9660878,1,20.0,18092.0
4,-37.81487988,144.9660878,1,21.0,13758.0
4,-37.81487988,144.9660878,1,22.0,9253.0
4,-37.81487988,144.9660878,1,23.0,12411.0
4,-37.81487988,144.9660878,1,24.0,7869.0
4,-37.81487988,144.9660878,1,25.0,7172.0
4,-37.81487988,144.9660878,1,26.0,6658.0
4,-37.81487988,144.9660878,1,27.0,6710.0
4,-37.81487988,144.9660878,1,28.0,5008.0
4,-37.81487988,144.9660878,1,29.0,3440.0
4,-37.81487988,144.9660878,1,30.0,5025.0
4,-37.81487988,144.9660878,1,31.0,4494.0
5,-37.81874249,144.96787656,2,1.0,3608.0
5,-37.81874249,144.96787656,2,2.0,2574.0
5,-37.81874249,144.96787656,2,3.0,3461.0
5,-37.81874249,144.96787656,2,4.0,2071.0
5,-37.81874249,144.96787656,2,5.0,2021.0
5,-37.81874249,144.96787656,2,6.0,3495.0
5,-37.81874249,144.96787656,2,7.0,3231.0
5,-37.81874249,144.96787656,2,8.0,3426.0
5,-37.81874249,144.96787656,2,9.0,3801.0
5,-37.81874249,144.96787656,2,10.0,2954.0
5,-37.81874249,144.96787656,2,11.0,2126.0
5,-37.81874249,144.96787656,2,12.0,2531.0
5,-37.81874249,144.96787656,2,13.0,3225.0
5,-37.81874249,144.96787656,2,14.0,3534.0
5,-37.81874249,144.96787656,2,15.0,3441.0
5,-37.81874249,144.96787656,2,16.0,3397.0
5,-37.81874249,144.96787656,2,17.0,3605.0
5,-37.81874249,144.96787656,2,18.0,3155.0
5,-37.81874249,144.96787656,2,19.0,3283.0
5,-37.81874249,144.96787656,2,20.0,3348.0
5,-37.81874249,144.96787656,2,21.0,3631.0
5,-37.81874249,144.96787656,2,22.0,3647.0
5,-37.81874249,144.96787656,2,23.0,3990.0
5,-37.81874249,144.96787656,2,24.0,4224.0
5,-37.81874249,144.96787656,2,25.0,4140.0
5,-37.81874249,144.96787656,2,26.0,2981.0
5,-37.81874249,144.96787656,2,27.0,4167.0
5,-37.81874249,144.96787656,2,28.0,3803.0
5,-37.81874249,144.96787656,2,29.0,2352.0
5,-37.81874249,144.96787656,2,30.0,3466.0
5,-37.81874249,144.96787656,1,1.0,35382.0
5,-37.81874249,144.96787656,1,2.0,27374.0
5,-37.81874249,144.96787656,1,3.0,28554.0
5,-37.81874249,144.96787656,1,4.0,29573.0
5,-37.81874249,144.96787656,1,5.0,25539.0
5,-37.81874249,144.96787656,1,6.0,35490.0
5,-37.81874249,144.96787656,1,7.0,38214.0
5,-37.81874249,144.96787656,1,8.0,39179.0
5,-37.81874249,144.96787656,1,9.0,35795.0
5,-37.81874249,144.96787656,1,10.0,28293.0
5,-37.81874249,144.96787656,1,11.0,29484.0
5,-37.81874249,144.96787656,1,12.0,31124.0
5,-37.81874249,144.96787656,1,13.0,31542.0
5,-37.81874249,144.96787656,1,14.0,28853.0
5,-37.81874249,144.96787656,1,15.0,18826.0
5,-37.81874249,144.96787656,1,16.0,19677.0
5,-37.81874249,144.96787656,1,17.0,16438.0
5,-37.81874249,144.96787656,1,18.0,13982.0
5,-37.81874249,144.96787656,1,19.0,12839.0
5,-37.81874249,144.96787656,1,20.0,12736.0
5,-37.81874249,144.96787656,1,21.0,9180.0
5,-37.81874249,144.96787656,1,22.0,6348.0
5,-37.81874249,144.96787656,1,23.0,7332.0
5,-37.81874249,144.96787656,1,24.0,5517.0
5,-37.81874249,144.96787656,1,25.0,4608.0
5,-37.81874249,144.96787656,1,26.0,4685.0
5,-37.81874249,144.96787656,1,27.0,4856.0
5,-37.81874249,144.96787656,1,28.0,3820.0
5,-37.81874249,144.96787656,1,29.0,2756.0
5,-37.81874249,144.96787656,1,30.0,3679.0
5,-37.81874249,144.96787656,1,31.0,3590.0
6,-37.81911704,144.96558256,2,1.0,4679.0
6,-37.81911704,144.96558256,2,2.0,4196.0
6,-37.81911704,144.96558256,2,3.0,4732.0
6,-37.81911704,144.96558256,2,4.0,2902.0
6,-37.81911704,144.96558256,2,5.0,2701.0
6,-37.81911704,144.96558256,2,6.0,4600.0
6,-37.81911704,144.96558256,2,7.0,5148.0
6,-37.81911704,144.96558256,2,8.0,4427.0
6,-37.81911704,144.96558256,2,9.0,5089.0
6,-37.81911704,144.96558256,2,10.0,2812.0
6,-37.81911704,144.96558256,2,11.0,3235.0
6,-37.81911704,144.96558256,2,12.0,3147.0
6,-37.81911704,144.96558256,2,13.0,3548.0
6,-37.81911704,144.96558256,2,14.0,4495.0
6,-37.81911704,144.96558256,2,15.0,4990.0
6,-37.81911704,144.96558256,2,16.0,4796.0
6,-37.81911704,144.96558256,2,17.0,4720.0
6,-37.81911704,144.96558256,2,18.0,3894.0
6,-37.81911704,144.96558256,2,19.0,3502.0
6,-37.81911704,144.96558256,2,20.0,4584.0
6,-37.81911704,144.96558256,2,21.0,4874.0
6,-37.81911704,144.96558256,2,22.0,4717.0
6,-37.81911704,144.96558256,2,23.0,4899.0
6,-37.81911704,144.96558256,2,24.0,5672.0
6,-37.81911704,144.96558256,2,25.0,4201.0
6,-37.81911704,144.96558256,2,26.0,3393.0
6,-37.81911704,144.96558256,2,27.0,5060.0
6,-37.81911704,144.96558256,2,28.0,5172.0
6,-37.81911704,144.96558256,2,29.0,4134.0
6,-37.81911704,144.96558256,2,30.0,5092.0
6,-37.81911704,144.96558256,1,1.0,22567.0
6,-37.81911704,144.96558256,1,2.0,37387.0
6,-37.81911704,144.96558256,1,3.0,38554.0
6,-37.81911704,144.96558256,1,4.0,36109.0
6,-37.81911704,144.96558256,1,5.0,32952.0
6,-37.81911704,144.96558256,1,6.0,39771.0
6,-37.81911704,144.96558256,1,7.0,27942.0
6,-37.81911704,144.96558256,1,8.0,28924.0
6,-37.81911704,144.96558256,1,9.0,22985.0
6,-37.81911704,144.96558256,1,10.0,36470.0
6,-37.81911704,144.96558256,1,11.0,36205.0
6,-37.81911704,144.96558256,1,12.0,36985.0
6,-37.81911704,144.96558256,1,13.0,34973.0
6,-37.81911704,144.96558256,1,14.0,24314.0
6,-37.81911704,144.96558256,1,15.0,18704.0
6,-37.81911704,144.96558256,1,16.0,27791.0
6,-37.81911704,144.96558256,1,17.0,23146.0
6,-37.81911704,144.96558256,1,18.0,19190.0
6,-37.81911704,144.96558256,1,19.0,18269.0
6,-37.81911704,144.96558256,1,20.0,17866.0
6,-37.81911704,144.96558256,1,21.0,11776.0
6,-37.81911704,144.96558256,1,22.0,8444.0
6,-37.81911704,144.96558256,1,23.0,11232.0
6,-37.81911704,144.96558256,1,24.0,9132.0
6,-37.81911704,144.96558256,1,25.0,7095.0
6,-37.81911704,144.96558256,1,26.0,6638.0
6,-37.81911704,144.96558256,1,27.0,6579.0
6,-37.81911704,144.96558256,1,28.0,4657.0
6,-37.81911704,144.96558256,1,29.0,3516.0
6,-37.81911704,144.96558256,1,30.0,5488.0
6,-37.81911704,144.96558256,1,31.0,4827.0
7,-37.81862929,144.97169395,2,1.0,2258.0
7,-37.81862929,144.97169395,2,2.0,1066.0
7,-37.81862929,144.97169395,2,3.0,1996.0
7,-37.81862929,144.97169395,2,4.0,918.0
7,-37.81862929,144.97169395,2,5.0,1178.0
7,-37.81862929,144.97169395,2,6.0,2146.0
7,-37.81862929,144.97169395,2,7.0,2110.0
7,-37.81862929,144.97169395,2,8.0,2251.0
7,-37.81862929,144.97169395,2,9.0,2541.0
7,-37.81862929,144.97169395,2,10.0,3211.0
7,-37.81862929,144.97169395,2,11.0,1223.0
7,-37.81862929,144.97169395,2,12.0,2359.0
7,-37.81862929,144.97169395,2,13.0,3774.0
7,-37.81862929,144.97169395,2,14.0,2288.0
7,-37.81862929,144.97169395,2,15.0,2362.0
7,-37.81862929,144.97169395,2,16.0,2094.0
7,-37.81862929,144.97169395,2,17.0,2185.0
7,-37.81862929,144.97169395,2,18.0,2856.0
7,-37.81862929,144.97169395,2,19.0,4166.0
7,-37.81862929,144.97169395,2,20.0,1929.0
7,-37.81862929,144.97169395,2,21.0,2469.0
7,-37.81862929,144.97169395,2,22.0,2452.0
7,-37.81862929,144.97169395,2,23.0,2106.0
7,-37.81862929,144.97169395,2,24.0,2786.0
7,-37.81862929,144.97169395,2,25.0,4150.0
7,-37.81862929,144.97169395,2,26.0,2179.0
7,-37.81862929,144.97169395,2,27.0,2737.0
7,-37.81862929,144.97169395,2,28.0,2584.0
7,-37.81862929,144.97169395,2,29.0,944.0
7,-37.81862929,144.97169395,2,30.0,1684.0
7,-37.81862929,144.97169395,1,1.0,2420.0
7,-37.81862929,144.97169395,1,2.0,4828.0
7,-37.81862929,144.97169395,1,3.0,5586.0
7,-37.81862929,144.97169395,1,4.0,4025.0
7,-37.81862929,144.97169395,1,5.0,2553.0
7,-37.81862929,144.97169395,1,6.0,18413.0
7,-37.81862929,144.97169395,1,7.0,45624.0
7,-37.81862929,144.97169395,1,8.0,67719.0
7,-37.81862929,144.97169395,1,9.0,51209.0
7,-37.81862929,144.97169395,1,10.0,5121.0
7,-37.81862929,144.97169395,1,11.0,5317.0
7,-37.81862929,144.97169395,1,12.0,4829.0
7,-37.81862929,144.97169395,1,13.0,3847.0
7,-37.81862929,144.97169395,1,14.0,4513.0
7,-37.81862929,144.97169395,1,15.0,2936.0
7,-37.81862929,144.97169395,1,16.0,4611.0
7,-37.81862929,144.97169395,1,17.0,3917.0
7,-37.81862929,144.97169395,1,18.0,3532.0
7,-37.81862929,144.97169395,1,19.0,3050.0
7,-37.81862929,144.97169395,1,20.0,2998.0
7,-37.81862929,144.97169395,1,21.0,2018.0
7,-37.81862929,144.97169395,1,22.0,1784.0
7,-37.81862929,144.97169395,1,23.0,2465.0
7,-37.81862929,144.97169395,1,24.0,2904.0
7,-37.81862929,144.97169395,1,25.0,1983.0
7,-37.81862929,144.97169395,1,26.0,2149.0
7,-37.81862929,144.97169395,1,27.0,2025.0
7,-37.81862929,144.97169395,1,28.0,2182.0
7,-37.81862929,144.97169395,1,29.0,1685.0
7,-37.81862929,144.97169395,1,30.0,2067.0
7,-37.81862929,144.97169395,1,31.0,2120.0
8,-37.82293543,144.94717511,2,1.0,2246.0
8,-37.82293543,144.94717511,2,2.0,1286.0
8,-37.82293543,144.94717511,2,3.0,2045.0
8,-37.82293543,144.94717511,2,4.0,993.0
8,-37.82293543,144.94717511,2,5.0,1070.0
8,-37.82293543,144.94717511,2,6.0,2033.0
8,-37.82293543,144.94717511,2,7.0,1948.0
8,-37.82293543,144.94717511,2,8.0,2069.0
8,-37.82293543,144.94717511,2,9.0,2407.0
8,-37.82293543,144.94717511,2,10.0,2543.0
8,-37.82293543,144.94717511,2,11.0,1232.0
8,-37.82293543,144.94717511,2,12.0,1999.0
8,-37.82293543,144.94717511,2,13.0,3210.0
8,-37.82293543,144.94717511,2,14.0,2383.0
8,-37.82293543,144.94717511,2,15.0,2145.0
8,-37.82293543,144.94717511,2,16.0,1990.0
8,-37.82293543,144.94717511,2,17.0,2093.0
8,-37.82293543,144.94717511,2,18.0,2395.0
8,-37.82293543,144.94717511,2,19.0,3313.0
8,-37.82293543,144.94717511,2,20.0,1865.0
8,-37.82293543,144.94717511,2,21.0,2379.0
8,-37.82293543,144.94717511,2,22.0,2275.0
8,-37.82293543,144.94717511,2,23.0,2009.0
8,-37.82293543,144.94717511,2,24.0,2604.0
8,-37.82293543,144.94717511,2,25.0,3201.0
8,-37.82293543,144.94717511,2,26.0,1987.0
8,-37.82293543,144.94717511,2,27.0,2708.0
8,-37.82293543,144.94717511,2,28.0,2469.0
8,-37.82293543,144.94717511,2,29.0,831.0
8,-37.82293543,144.94717511,2,30.0,1956.0
8,-37.82293543,144.94717511,1,1.0,3279.0
8,-37.82293543,144.94717511,1,2.0,5107.0
8,-37.82293543,144.94717511,1,3.0,5394.0
8,-37.82293543,144.94717511,1,4.0,4971.0
8,-37.82293543,144.94717511,1,5.0,4338.0
8,-37.82293543,144.94717511,1,6.0,5484.0
8,-37.82293543,144.94717511,1,7.0,3596.0
8,-37.82293543,144.94717511,1,8.0,3355.0
8,-37.82293543,144.94717511,1,9.0,3114.0
8,-37.82293543,144.94717511,1,10.0,5644.0
8,-37.82293543,144.94717511,1,11.0,5432.0
8,-37.82293543,144.94717511,1,12.0,5272.0
8,-37.82293543,144.94717511,1,13.0,4649.0
8,-37.82293543,144.94717511,1,14.0,2892.0
8,-37.82293543,144.94717511,1,15.0,2924.0
8,-37.82293543,144.94717511,1,16.0,4896.0
8,-37.82293543,144.94717511,1,17.0,4668.0
8,-37.82293543,144.94717511,1,18.0,3640.0
8,-37.82293543,144.94717511,1,19.0,3114.0
8,-37.82293543,144.94717511,1,20.0,3046.0
8,-37.82293543,144.94717511,1,21.0,2395.0
8,-37.82293543,144.94717511,1,22.0,1956.0
8,-37.82293543,144.94717511,1,23.0,2352.0
8,-37.82293543,144.94717511,1,24.0,2328.0
8,-37.82293543,144.94717511,1,25.0,2057.0
8,-37.82293543,144.94717511,1,26.0,2249.0
8,-37.82293543,144.94717511,1,27.0,2123.0
8,-37.82293543,144.94717511,1,28.0,2315.0
8,-37.82293543,144.94717511,1,29.0,1725.0
8,-37.82293543,144.94717511,1,30.0,2050.0
8,-37.82293543,144.94717511,1,31.0,2265.0
9,-37.81982992,144.95102556,2,1.0,2248.0
9,-37.81982992,144.95102556,2,2.0,1902.0
9,-37.81982992,144.95102556,2,3.0,2135.0
9,-37.81982992,144.95102556,2,4.0,712.0
9,-37.81982992,144.95102556,2,5.0,496.0
9,-37.81982992,144.95102556,2,6.0,2166.0
9,-37.81982992,144.95102556,2,7.0,2136.0
9,-37.81982992,144.95102556,2,8.0,2081.0
9,-37.81982992,144.95102556,2,9.0,2118.0
9,-37.81982992,144.95102556,2,10.0,616.0
9,-37.81982992,144.95102556,2,11.0,512.0
9,-37.81982992,144.95102556,2,12.0,596.0
9,-37.81982992,144.95102556,2,13.0,683.0
9,-37.81982992,144.95102556,2,14.0,1944.0
9,-37.81982992,144.95102556,2,15.0,1931.0
9,-37.81982992,144.95102556,2,16.0,2286.0
9,-37.81982992,144.95102556,2,17.0,2157.0
9,-37.81982992,144.95102556,2,18.0,991.0
9,-37.81982992,144.95102556,2,19.0,666.0
9,-37.81982992,144.95102556,2,20.0,2199.0
9,-37.81982992,144.95102556,2,21.0,2412.0
9,-37.81982992,144.95102556,2,22.0,2360.0
9,-37.81982992,144.95102556,2,23.0,2338.0
9,-37.81982992,144.95102556,2,24.0,2346.0
9,-37.81982992,144.95102556,2,25.0,810.0
9,-37.81982992,144.95102556,2,26.0,685.0
9,-37.81982992,144.95102556,2,27.0,2136.0
9,-37.81982992,144.95102556,2,28.0,2325.0
9,-37.81982992,144.95102556,2,29.0,2111.0
9,-37.81982992,144.95102556,2,30.0,2372.0
9,-37.81982992,144.95102556,1,1.0,2182.0
9,-37.81982992,144.95102556,1,2.0,24518.0
9,-37.81982992,144.95102556,1,3.0,25886.0
9,-37.81982992,144.95102556,1,4.0,26303.0
9,-37.81982992,144.95102556,1,5.0,22496.0
9,-37.81982992,144.95102556,1,6.0,23712.0
9,-37.81982992,144.95102556,1,7.0,2521.0
9,-37.81982992,144.95102556,1,8.0,2124.0
9,-37.81982992,144.95102556,1,9.0,2559.0
9,-37.81982992,144.95102556,1,10.0,25617.0
9,-37.81982992,144.95102556,1,11.0,25089.0
9,-37.81982992,144.95102556,1,12.0,25155.0
9,-37.81982992,144.95102556,1,13.0,20407.0
9,-37.81982992,144.95102556,1,14.0,2160.0
9,-37.81982992,144.95102556,1,15.0,1688.0
9,-37.81982992,144.95102556,1,16.0,19514.0
9,-37.81982992,144.95102556,1,17.0,16082.0
9,-37.81982992,144.95102556,1,18.0,12906.0
9,-37.81982992,144.95102556,1,19.0,10771.0
