,latitude,longitude,Month,Mdate,Hourly_Counts
29,-37.81965808,144.96863453,March,11.0,6419.0
29,-37.81965808,144.96863453,March,12.0,5510.0
29,-37.81965808,144.96863453,March,13.0,4913.0
29,-37.81965808,144.96863453,March,14.0,8917.0
29,-37.81965808,144.96863453,March,15.0,4901.0
29,-37.81965808,144.96863453,March,16.0,4255.0
29,-37.81965808,144.96863453,March,17.0,3658.0
29,-37.81965808,144.96863453,March,18.0,3100.0
29,-37.81965808,144.96863453,March,19.0,2652.0
29,-37.81965808,144.96863453,March,20.0,2770.0
29,-37.81965808,144.96863453,March,21.0,2706.0
29,-37.81965808,144.96863453,March,22.0,1980.0
29,-37.81965808,144.96863453,March,23.0,1774.0
29,-37.81965808,144.96863453,March,24.0,1567.0
29,-37.81965808,144.96863453,March,25.0,1277.0
29,-37.81965808,144.96863453,March,26.0,1543.0
29,-37.81965808,144.96863453,March,27.0,1564.0
29,-37.81965808,144.96863453,March,28.0,1866.0
29,-37.81965808,144.96863453,March,29.0,1236.0
29,-37.81965808,144.96863453,March,30.0,1358.0
29,-37.81965808,144.96863453,March,31.0,1440.0
30,-37.81121849,144.96656807,April,1.0,1280.0
30,-37.81121849,144.96656807,April,2.0,930.0
30,-37.81121849,144.96656807,April,3.0,1722.0
30,-37.81121849,144.96656807,April,4.0,1427.0
30,-37.81121849,144.96656807,April,5.0,1143.0
30,-37.81121849,144.96656807,April,6.0,1704.0
30,-37.81121849,144.96656807,April,7.0,1580.0
30,-37.81121849,144.96656807,April,8.0,1565.0
30,-37.81121849,144.96656807,April,9.0,1729.0
30,-37.81121849,144.96656807,April,10.0,1299.0
30,-37.81121849,144.96656807,April,11.0,1256.0
30,-37.81121849,144.96656807,April,12.0,1145.0
30,-37.81121849,144.96656807,April,13.0,1321.0
30,-37.81121849,144.96656807,April,14.0,1546.0
30,-37.81121849,144.96656807,April,15.0,1637.0
30,-37.81121849,144.96656807,April,16.0,1668.0
30,-37.81121849,144.96656807,April,17.0,1840.0
30,-37.81121849,144.96656807,April,18.0,1607.0
30,-37.81121849,144.96656807,April,19.0,1456.0
30,-37.81121849,144.96656807,April,20.0,1608.0
30,-37.81121849,144.96656807,April,21.0,1702.0
30,-37.81121849,144.96656807,April,22.0,1654.0
30,-37.81121849,144.96656807,April,23.0,1731.0
30,-37.81121849,144.96656807,April,24.0,2015.0
30,-37.81121849,144.96656807,April,25.0,1908.0
30,-37.81121849,144.96656807,April,26.0,1573.0
30,-37.81121849,144.96656807,April,27.0,1865.0
30,-37.81121849,144.96656807,April,28.0,1991.0
30,-37.81121849,144.96656807,April,29.0,1711.0
30,-37.81121849,144.96656807,April,30.0,1943.0
30,-37.81121849,144.96656807,March,1.0,5522.0
30,-37.81121849,144.96656807,March,2.0,9389.0
30,-37.81121849,144.96656807,March,3.0,9928.0
30,-37.81121849,144.96656807,March,4.0,10172.0
30,-37.81121849,144.96656807,March,5.0,8920.0
30,-37.81121849,144.96656807,March,6.0,13499.0
30,-37.81121849,144.96656807,March,7.0,14200.0
30,-37.81121849,144.96656807,March,8.0,12740.0
30,-37.81121849,144.96656807,March,9.0,9214.0
30,-37.81121849,144.96656807,March,10.0,8781.0
30,-37.81121849,144.96656807,March,11.0,9515.0
30,-37.81121849,144.96656807,March,12.0,10138.0
30,-37.81121849,144.96656807,March,13.0,11383.0
30,-37.81121849,144.96656807,March,14.0,11785.0
30,-37.81121849,144.96656807,March,15.0,10194.0
30,-37.81121849,144.96656807,March,16.0,7723.0
30,-37.81121849,144.96656807,March,17.0,6331.0
30,-37.81121849,144.96656807,March,18.0,6099.0
30,-37.81121849,144.96656807,March,19.0,5639.0
30,-37.81121849,144.96656807,March,20.0,5907.0
30,-37.81121849,144.96656807,March,21.0,5525.0
30,-37.81121849,144.96656807,March,22.0,3999.0
30,-37.81121849,144.96656807,March,23.0,3723.0
30,-37.81121849,144.96656807,March,24.0,2214.0
30,-37.81121849,144.96656807,March,25.0,2015.0
30,-37.81121849,144.96656807,March,26.0,1998.0
30,-37.81121849,144.96656807,March,27.0,2284.0
30,-37.81121849,144.96656807,March,28.0,1764.0
30,-37.81121849,144.96656807,March,29.0,1316.0
30,-37.81121849,144.96656807,March,30.0,1700.0
30,-37.81121849,144.96656807,March,31.0,1611.0
31,-37.8016968,144.96658911,April,1.0,1540.0
31,-37.8016968,144.96658911,April,2.0,1133.0
31,-37.8016968,144.96658911,April,3.0,1465.0
31,-37.8016968,144.96658911,April,4.0,1011.0
31,-37.8016968,144.96658911,April,5.0,873.0
31,-37.8016968,144.96658911,April,6.0,1335.0
31,-37.8016968,144.96658911,April,7.0,1427.0
31,-37.8016968,144.96658911,April,8.0,1518.0
31,-37.8016968,144.96658911,April,9.0,1856.0
31,-37.8016968,144.96658911,April,10.0,1244.0
31,-37.8016968,144.96658911,April,11.0,1256.0
31,-37.8016968,144.96658911,April,12.0,993.0
31,-37.8016968,144.96658911,April,13.0,1235.0
31,-37.8016968,144.96658911,April,14.0,1332.0
31,-37.8016968,144.96658911,April,15.0,1385.0
31,-37.8016968,144.96658911,April,16.0,1396.0
31,-37.8016968,144.96658911,April,17.0,1573.0
31,-37.8016968,144.96658911,April,18.0,1453.0
31,-37.8016968,144.96658911,April,19.0,1263.0
31,-37.8016968,144.96658911,April,20.0,1474.0
31,-37.8016968,144.96658911,April,21.0,1537.0
31,-37.8016968,144.96658911,April,22.0,1565.0
31,-37.8016968,144.96658911,April,23.0,1614.0
31,-37.8016968,144.96658911,April,24.0,1929.0
31,-37.8016968,144.96658911,April,25.0,1707.0
31,-37.8016968,144.96658911,April,26.0,1381.0
31,-37.8016968,144.96658911,April,27.0,1603.0
31,-37.8016968,144.96658911,April,28.0,1472.0
31,-37.8016968,144.96658911,April,29.0,1110.0
31,-37.8016968,144.96658911,April,30.0,1665.0
31,-37.8016968,144.96658911,March,1.0,6503.0
31,-37.8016968,144.96658911,March,2.0,4223.0
31,-37.8016968,144.96658911,March,3.0,4535.0
31,-37.8016968,144.96658911,March,4.0,4680.0
31,-37.8016968,144.96658911,March,5.0,4051.0
31,-37.8016968,144.96658911,March,6.0,5931.0
31,-37.8016968,144.96658911,March,7.0,7257.0
31,-37.8016968,144.96658911,March,8.0,8982.0
31,-37.8016968,144.96658911,March,9.0,5784.0
31,-37.8016968,144.96658911,March,10.0,4674.0
31,-37.8016968,144.96658911,March,11.0,5192.0
31,-37.8016968,144.96658911,March,12.0,5127.0
31,-37.8016968,144.96658911,March,13.0,5430.0
31,-37.8016968,144.96658911,March,14.0,6407.0
31,-37.8016968,144.96658911,March,15.0,5194.0
31,-37.8016968,144.96658911,March,16.0,4022.0
31,-37.8016968,144.96658911,March,17.0,3919.0
31,-37.8016968,144.96658911,March,18.0,3932.0
31,-37.8016968,144.96658911,March,19.0,3299.0
31,-37.8016968,144.96658911,March,20.0,3890.0
31,-37.8016968,144.96658911,March,21.0,3737.0
31,-37.8016968,144.96658911,March,22.0,2750.0
31,-37.8016968,144.96658911,March,23.0,2360.0
31,-37.8016968,144.96658911,March,24.0,1865.0
31,-37.8016968,144.96658911,March,25.0,1728.0
31,-37.8016968,144.96658911,March,26.0,1742.0
31,-37.8016968,144.96658911,March,27.0,1870.0
31,-37.8016968,144.96658911,March,28.0,1815.0
31,-37.8016968,144.96658911,March,29.0,1424.0
31,-37.8016968,144.96658911,March,30.0,1333.0
31,-37.8016968,144.96658911,March,31.0,1526.0
32,-37.81573742,144.96685718,,,
33,-37.81483252,144.97454056,,,
34,-37.81537985,144.97415049999995,April,1.0,793.0
34,-37.81537985,144.97415049999995,April,2.0,428.0
34,-37.81537985,144.97415049999995,April,3.0,739.0
34,-37.81537985,144.97415049999995,April,4.0,318.0
34,-37.81537985,144.97415049999995,April,5.0,370.0
34,-37.81537985,144.97415049999995,April,6.0,695.0
34,-37.81537985,144.97415049999995,April,7.0,665.0
34,-37.81537985,144.97415049999995,April,8.0,663.0
34,-37.81537985,144.97415049999995,April,9.0,711.0
34,-37.81537985,144.97415049999995,April,10.0,605.0
34,-37.81537985,144.97415049999995,April,11.0,402.0
34,-37.81537985,144.97415049999995,April,12.0,537.0
34,-37.81537985,144.97415049999995,April,13.0,656.0
34,-37.81537985,144.97415049999995,April,14.0,739.0
34,-37.81537985,144.97415049999995,April,15.0,712.0
34,-37.81537985,144.97415049999995,April,16.0,734.0
34,-37.81537985,144.97415049999995,April,17.0,701.0
34,-37.81537985,144.97415049999995,April,18.0,709.0
34,-37.81537985,144.97415049999995,April,19.0,671.0
34,-37.81537985,144.97415049999995,April,20.0,776.0
34,-37.81537985,144.97415049999995,April,21.0,847.0
34,-37.81537985,144.97415049999995,April,22.0,734.0
34,-37.81537985,144.97415049999995,April,23.0,769.0
34,-37.81537985,144.97415049999995,April,24.0,921.0
34,-37.81537985,144.97415049999995,April,25.0,717.0
34,-37.81537985,144.97415049999995,April,26.0,494.0
34,-37.81537985,144.97415049999995,April,27.0,825.0
34,-37.81537985,144.97415049999995,April,28.0,890.0
34,-37.81537985,144.97415049999995,April,29.0,482.0
34,-37.81537985,144.97415049999995,April,30.0,787.0
34,-37.81537985,144.97415049999995,March,1.0,2069.0
34,-37.81537985,144.97415049999995,March,2.0,3911.0
34,-37.81537985,144.97415049999995,March,3.0,4031.0
34,-37.81537985,144.97415049999995,March,4.0,4047.0
34,-37.81537985,144.97415049999995,March,5.0,2390.0
34,-37.81537985,144.97415049999995,March,6.0,3941.0
34,-37.81537985,144.97415049999995,March,7.0,2814.0
34,-37.81537985,144.97415049999995,March,8.0,4281.0
34,-37.81537985,144.97415049999995,March,9.0,2480.0
34,-37.81537985,144.97415049999995,March,10.0,4205.0
34,-37.81537985,144.97415049999995,March,11.0,4174.0
34,-37.81537985,144.97415049999995,March,12.0,4907.0
34,-37.81537985,144.97415049999995,March,13.0,3550.0
34,-37.81537985,144.97415049999995,March,14.0,1840.0
34,-37.81537985,144.97415049999995,March,15.0,1505.0
34,-37.81537985,144.97415049999995,March,16.0,3376.0
34,-37.81537985,144.97415049999995,March,17.0,2899.0
34,-37.81537985,144.97415049999995,March,18.0,2163.0
34,-37.81537985,144.97415049999995,March,19.0,1930.0
34,-37.81537985,144.97415049999995,March,20.0,1698.0
34,-37.81537985,144.97415049999995,March,21.0,843.0
34,-37.81537985,144.97415049999995,March,22.0,671.0
34,-37.81537985,144.97415049999995,March,23.0,1312.0
34,-37.81537985,144.97415049999995,March,24.0,960.0
34,-37.81537985,144.97415049999995,March,25.0,782.0
34,-37.81537985,144.97415049999995,March,26.0,795.0
34,-37.81537985,144.97415049999995,March,27.0,770.0
34,-37.81537985,144.97415049999995,March,28.0,615.0
34,-37.81537985,144.97415049999995,March,29.0,430.0
34,-37.81537985,144.97415049999995,March,30.0,758.0
34,-37.81537985,144.97415049999995,March,31.0,658.0
35,-37.82017828,144.96508877,April,1.0,7361.0
35,-37.82017828,144.96508877,April,2.0,4203.0
35,-37.82017828,144.96508877,April,3.0,6629.0
35,-37.82017828,144.96508877,April,4.0,3391.0
35,-37.82017828,144.96508877,April,5.0,3503.0
35,-37.82017828,144.96508877,April,6.0,6044.0
35,-37.82017828,144.96508877,April,7.0,5978.0
35,-37.82017828,144.96508877,April,8.0,6358.0
35,-37.82017828,144.96508877,April,9.0,7763.0
35,-37.82017828,144.96508877,April,10.0,7739.0
35,-37.82017828,144.96508877,April,11.0,3641.0
35,-37.82017828,144.96508877,April,12.0,6189.0
35,-37.82017828,144.96508877,April,13.0,8906.0
35,-37.82017828,144.96508877,April,14.0,6561.0
35,-37.82017828,144.96508877,April,15.0,6732.0
35,-37.82017828,144.96508877,April,16.0,6354.0
35,-37.82017828,144.96508877,April,17.0,6210.0
35,-37.82017828,144.96508877,April,18.0,6864.0
35,-37.82017828,144.96508877,April,19.0,9221.0
35,-37.82017828,144.96508877,April,20.0,5875.0
35,-37.82017828,144.96508877,April,21.0,7417.0
35,-37.82017828,144.96508877,April,22.0,6694.0
35,-37.82017828,144.96508877,April,23.0,6454.0
35,-37.82017828,144.96508877,April,24.0,8639.0
35,-37.82017828,144.96508877,April,25.0,9795.0
35,-37.82017828,144.96508877,April,26.0,5783.0
35,-37.82017828,144.96508877,April,27.0,7939.0
35,-37.82017828,144.96508877,April,28.0,7127.0
35,-37.82017828,144.96508877,April,29.0,3375.0
35,-37.82017828,144.96508877,April,30.0,5543.0
35,-37.82017828,144.96508877,March,1.0,30247.0
35,-37.82017828,144.96508877,March,2.0,37148.0
35,-37.82017828,144.96508877,March,3.0,41180.0
35,-37.82017828,144.96508877,March,4.0,37947.0
35,-37.82017828,144.96508877,March,5.0,28192.0
35,-37.82017828,144.96508877,March,6.0,46468.0
35,-37.82017828,144.96508877,March,7.0,51550.0
35,-37.82017828,144.96508877,March,8.0,60832.0
35,-37.82017828,144.96508877,March,9.0,44769.0
35,-37.82017828,144.96508877,March,10.0,39420.0
35,-37.82017828,144.96508877,March,11.0,40207.0
35,-37.82017828,144.96508877,March,12.0,41188.0
35,-37.82017828,144.96508877,March,13.0,39430.0
35,-37.82017828,144.96508877,March,14.0,34882.0
35,-37.82017828,144.96508877,March,15.0,25661.0
35,-37.82017828,144.96508877,March,16.0,30346.0
35,-37.82017828,144.96508877,March,17.0,26678.0
35,-37.82017828,144.96508877,March,18.0,21573.0
35,-37.82017828,144.96508877,March,19.0,19996.0
35,-37.82017828,144.96508877,March,20.0,19892.0
35,-37.82017828,144.96508877,March,21.0,15372.0
35,-37.82017828,144.96508877,March,22.0,10502.0
35,-37.82017828,144.96508877,March,23.0,11338.0
35,-37.82017828,144.96508877,March,24.0,9706.0
35,-37.82017828,144.96508877,March,25.0,8144.0
35,-37.82017828,144.96508877,March,26.0,8473.0
35,-37.82017828,144.96508877,March,27.0,8079.0
35,-37.82017828,144.96508877,March,28.0,7632.0
35,-37.82017828,144.96508877,March,29.0,5082.0
35,-37.82017828,144.96508877,March,30.0,7012.0
35,-37.82017828,144.96508877,March,31.0,7246.0
36,-37.81652527,144.96121063,April,1.0,1224.0
36,-37.81652527,144.96121063,April,2.0,1106.0
36,-37.81652527,144.96121063,April,3.0,1253.0
36,-37.81652527,144.96121063,April,4.0,544.0
36,-37.81652527,144.96121063,April,5.0,358.0
36,-37.81652527,144.96121063,April,6.0,1142.0
36,-37.81652527,144.96121063,April,7.0,1130.0
36,-37.81652527,144.96121063,April,8.0,1277.0
36,-37.81652527,144.96121063,April,9.0,1345.0
36,-37.81652527,144.96121063,April,10.0,498.0
36,-37.81652527,144.96121063,April,11.0,478.0
36,-37.81652527,144.96121063,April,12.0,336.0
36,-37.81652527,144.96121063,April,13.0,390.0
36,-37.81652527,144.96121063,April,14.0,1238.0
36,-37.81652527,144.96121063,April,15.0,1254.0
36,-37.81652527,144.96121063,April,16.0,1439.0
36,-37.81652527,144.96121063,April,17.0,1539.0
36,-37.81652527,144.96121063,April,18.0,591.0
36,-37.81652527,144.96121063,April,19.0,561.0
36,-37.81652527,144.96121063,April,20.0,1323.0
36,-37.81652527,144.96121063,April,21.0,1429.0
36,-37.81652527,144.96121063,April,22.0,1457.0
36,-37.81652527,144.96121063,April,23.0,1295.0
36,-37.81652527,144.96121063,April,24.0,1388.0
36,-37.81652527,144.96121063,April,25.0,531.0
36,-37.81652527,144.96121063,April,26.0,495.0
36,-37.81652527,144.96121063,April,27.0,1217.0
36,-37.81652527,144.96121063,April,28.0,1250.0
36,-37.81652527,144.96121063,April,29.0,1078.0
36,-37.81652527,144.96121063,April,30.0,1329.0
36,-37.81652527,144.96121063,March,1.0,3980.0
36,-37.81652527,144.96121063,March,2.0,8537.0
36,-37.81652527,144.96121063,March,3.0,9017.0
36,-37.81652527,144.96121063,March,4.0,9421.0
36,-37.81652527,144.96121063,March,5.0,8448.0
36,-37.81652527,144.96121063,March,6.0,10309.0
36,-37.81652527,144.96121063,March,7.0,5522.0
36,-37.81652527,144.96121063,March,8.0,4405.0
36,-37.81652527,144.96121063,March,9.0,2716.0
36,-37.81652527,144.96121063,March,10.0,8828.0
36,-37.81652527,144.96121063,March,11.0,9693.0
36,-37.81652527,144.96121063,March,12.0,9372.0
36,-37.81652527,144.96121063,March,13.0,9619.0
36,-37.81652527,144.96121063,March,14.0,5298.0
36,-37.81652527,144.96121063,March,15.0,3537.0
36,-37.81652527,144.96121063,March,16.0,6751.0
36,-37.81652527,144.96121063,March,17.0,6408.0
36,-37.81652527,144.96121063,March,18.0,5884.0
36,-37.81652527,144.96121063,March,19.0,5167.0
36,-37.81652527,144.96121063,March,20.0,4504.0
36,-37.81652527,144.96121063,March,21.0,1867.0
36,-37.81652527,144.96121063,March,22.0,1206.0
36,-37.81652527,144.96121063,March,23.0,3133.0
36,-37.81652527,144.96121063,March,24.0,2384.0
36,-37.81652527,144.96121063,March,25.0,2056.0
36,-37.81652527,144.96121063,March,26.0,1855.0
36,-37.81652527,144.96121063,March,27.0,1688.0
36,-37.81652527,144.96121063,March,28.0,708.0
36,-37.81652527,144.96121063,March,29.0,533.0
36,-37.81652527,144.96121063,March,30.0,1521.0
36,-37.81652527,144.96121063,March,31.0,1372.0
37,-37.80310271,144.96671452,April,1.0,768.0
37,-37.80310271,144.96671452,April,2.0,780.0
37,-37.80310271,144.96671452,April,3.0,881.0
37,-37.80310271,144.96671452,April,4.0,585.0
37,-37.80310271,144.96671452,April,5.0,523.0
37,-37.80310271,144.96671452,April,6.0,886.0
37,-37.80310271,144.96671452,April,7.0,782.0
37,-37.80310271,144.96671452,April,8.0,817.0
37,-37.80310271,144.96671452,April,9.0,938.0
37,-37.80310271,144.96671452,April,10.0,655.0
37,-37.80310271,144.96671452,April,11.0,676.0
37,-37.80310271,144.96671452,April,12.0,596.0
37,-37.80310271,144.96671452,April,13.0,713.0
37,-37.80310271,144.96671452,April,14.0,918.0
37,-37.80310271,144.96671452,April,15.0,817.0
37,-37.80310271,144.96671452,April,16.0,951.0
37,-37.80310271,144.96671452,April,17.0,920.0
37,-37.80310271,144.96671452,April,18.0,849.0
37,-37.80310271,144.96671452,April,19.0,725.0
37,-37.80310271,144.96671452,April,20.0,851.0
37,-37.80310271,144.96671452,April,21.0,859.0
37,-37.80310271,144.96671452,April,22.0,927.0
37,-37.80310271,144.96671452,April,23.0,868.0
37,-37.80310271,144.96671452,April,24.0,1014.0
37,-37.80310271,144.96671452,April,25.0,957.0
37,-37.80310271,144.96671452,April,26.0,748.0
37,-37.80310271,144.96671452,April,27.0,881.0
37,-37.80310271,144.96671452,April,28.0,409.0
37,-37.80310271,144.96671452,April,29.0,297.0
37,-37.80310271,144.96671452,April,30.0,815.0
37,-37.80310271,144.96671452,March,1.0,2888.0
37,-37.80310271,144.96671452,March,2.0,3013.0
37,-37.80310271,144.96671452,March,3.0,2896.0
37,-37.80310271,144.96671452,March,4.0,2901.0
37,-37.80310271,144.96671452,March,5.0,2708.0
37,-37.80310271,144.96671452,March,6.0,3846.0
37,-37.80310271,144.96671452,March,7.0,3977.0
37,-37.80310271,144.96671452,March,8.0,4177.0
37,-37.80310271,144.96671452,March,9.0,3027.0
37,-37.80310271,144.96671452,March,10.0,1515.0
37,-37.80310271,144.96671452,March,11.0,3218.0
37,-37.80310271,144.96671452,March,12.0,3082.0
37,-37.80310271,144.96671452,March,13.0,3502.0
37,-37.80310271,144.96671452,March,14.0,3800.0
37,-37.80310271,144.96671452,March,15.0,3042.0
37,-37.80310271,144.96671452,March,16.0,2725.0
37,-37.80310271,144.96671452,March,17.0,2461.0
37,-37.80310271,144.96671452,March,18.0,2077.0
37,-37.80310271,144.96671452,March,19.0,1987.0
37,-37.80310271,144.96671452,March,20.0,2200.0
37,-37.80310271,144.96671452,March,21.0,2078.0
37,-37.80310271,144.96671452,March,22.0,1441.0
37,-37.80310271,144.96671452,March,23.0,1288.0
37,-37.80310271,144.96671452,March,24.0,870.0
37,-37.80310271,144.96671452,March,25.0,875.0
37,-37.80310271,144.96671452,March,26.0,1002.0
37,-37.80310271,144.96671452,March,27.0,949.0
37,-37.80310271,144.96671452,March,28.0,866.0
37,-37.80310271,144.96671452,March,29.0,652.0
37,-37.80310271,144.96671452,March,30.0,718.0
37,-37.80310271,144.96671452,March,31.0,777.0
38,-37.81723437,144.96715033,,,
39,-37.81379749,144.96995745,April,1.0,756.0
39,-37.81379749,144.96995745,April,2.0,602.0
39,-37.81379749,144.96995745,April,3.0,712.0
39,-37.81379749,144.96995745,April,4.0,207.0
39,-37.81379749,144.96995745,April,5.0,127.0
39,-37.81379749,144.96995745,April,6.0,752.0
39,-37.81379749,144.96995745,April,7.0,735.0
39,-37.81379749,144.96995745,April,8.0,725.0
39,-37.81379749,144.96995745,April,9.0,700.0
39,-37.81379749,144.96995745,April,10.0,124.0
39,-37.81379749,144.96995745,April,11.0,143.0
39,-37.81379749,144.96995745,April,12.0,131.0
39,-37.81379749,144.96995745,April,13.0,167.0
39,-37.81379749,144.96995745,April,14.0,589.0
39,-37.81379749,144.96995745,April,15.0,618.0
39,-37.81379749,144.96995745,April,16.0,662.0
39,-37.81379749,144.96995745,April,17.0,718.0
39,-37.81379749,144.96995745,April,18.0,267.0
39,-37.81379749,144.96995745,April,19.0,164.0
39,-37.81379749,144.96995745,April,20.0,746.0
39,-37.81379749,144.96995745,April,21.0,774.0
39,-37.81379749,144.96995745,April,22.0,818.0
39,-37.81379749,144.96995745,April,23.0,760.0
39,-37.81379749,144.96995745,April,24.0,755.0
39,-37.81379749,144.96995745,April,25.0,189.0
39,-37.81379749,144.96995745,April,26.0,144.0
39,-37.81379749,144.96995745,April,27.0,745.0
39,-37.81379749,144.96995745,April,28.0,781.0
39,-37.81379749,144.96995745,April,29.0,710.0
39,-37.81379749,144.96995745,April,30.0,877.0
39,-37.81379749,144.96995745,March,1.0,1412.0
39,-37.81379749,144.96995745,March,2.0,8431.0
39,-37.81379749,144.96995745,March,3.0,8865.0
39,-37.81379749,144.96995745,March,4.0,9136.0
39,-37.81379749,144.96995745,March,5.0,7305.0
39,-37.81379749,144.96995745,March,6.0,8534.0
39,-37.81379749,144.96995745,March,7.0,2197.0
39,-37.81379749,144.96995745,March,8.0,1853.0
39,-37.81379749,144.96995745,March,9.0,1512.0
39,-37.81379749,144.96995745,March,10.0,7260.0
39,-37.81379749,144.96995745,March,11.0,7908.0
39,-37.81379749,144.96995745,March,12.0,8062.0
39,-37.81379749,144.96995745,March,13.0,7404.0
39,-37.81379749,144.96995745,March,14.0,2056.0
39,-37.81379749,144.96995745,March,15.0,1406.0
39,-37.81379749,144.96995745,March,16.0,6158.0
39,-37.81379749,144.96995745,March,17.0,5306.0
39,-37.81379749,144.96995745,March,18.0,4346.0
39,-37.81379749,144.96995745,March,19.0,4082.0
39,-37.81379749,144.96995745,March,20.0,3792.0
39,-37.81379749,144.96995745,March,21.0,1003.0
39,-37.81379749,144.96995745,March,22.0,510.0
39,-37.81379749,144.96995745,March,23.0,2685.0
39,-37.81379749,144.96995745,March,24.0,1631.0
39,-37.81379749,144.96995745,March,25.0,1337.0
39,-37.81379749,144.96995745,March,26.0,1193.0
39,-37.81379749,144.96995745,March,27.0,1034.0
39,-37.81379749,144.96995745,March,28.0,377.0
39,-37.81379749,144.96995745,March,29.0,183.0
39,-37.81379749,144.96995745,March,30.0,963.0
39,-37.81379749,144.96995745,March,31.0,749.0
40,-37.80999341,144.97227588,April,1.0,1213.0
40,-37.80999341,144.97227588,April,2.0,1059.0
40,-37.80999341,144.97227588,April,3.0,1063.0
40,-37.80999341,144.97227588,April,4.0,530.0
40,-37.80999341,144.97227588,April,5.0,412.0
40,-37.80999341,144.97227588,April,6.0,1203.0
40,-37.80999341,144.97227588,April,7.0,1257.0
40,-37.80999341,144.97227588,April,8.0,1176.0
40,-37.80999341,144.97227588,April,9.0,1244.0
40,-37.80999341,144.97227588,April,10.0,558.0
40,-37.80999341,144.97227588,April,11.0,502.0
40,-37.80999341,144.97227588,April,12.0,523.0
40,-37.80999341,144.97227588,April,13.0,668.0
40,-37.80999341,144.97227588,April,14.0,1262.0
40,-37.80999341,144.97227588,April,15.0,1155.0
40,-37.80999341,144.97227588,April,16.0,1262.0
40,-37.80999341,144.97227588,April,17.0,1218.0
40,-37.80999341,144.97227588,April,18.0,680.0
40,-37.80999341,144.97227588,April,19.0,661.0
40,-37.80999341,144.97227588,April,20.0,1236.0
40,-37.80999341,144.97227588,April,21.0,1318.0
40,-37.80999341,144.97227588,April,22.0,1406.0
40,-37.80999341,144.97227588,April,23.0,1221.0
40,-37.80999341,144.97227588,April,24.0,1235.0
40,-37.80999341,144.97227588,April,25.0,821.0
40,-37.80999341,144.97227588,April,26.0,564.0
40,-37.80999341,144.97227588,April,27.0,1330.0
40,-37.80999341,144.97227588,April,28.0,1361.0
40,-37.80999341,144.97227588,April,29.0,1296.0
40,-37.80999341,144.97227588,April,30.0,1158.0
40,-37.80999341,144.97227588,March,1.0,3525.0
40,-37.80999341,144.97227588,March,2.0,7060.0
40,-37.80999341,144.97227588,March,3.0,7694.0
40,-37.80999341,144.97227588,March,4.0,8853.0
40,-37.80999341,144.97227588,March,5.0,8737.0
40,-37.80999341,144.97227588,March,6.0,7924.0
40,-37.80999341,144.97227588,March,7.0,4318.0
40,-37.80999341,144.97227588,March,8.0,3713.0
40,-37.80999341,144.97227588,March,9.0,2209.0
40,-37.80999341,144.97227588,March,10.0,7147.0
40,-37.80999341,144.97227588,March,11.0,8452.0
40,-37.80999341,144.97227588,March,12.0,8142.0
40,-37.80999341,144.97227588,March,13.0,7506.0
40,-37.80999341,144.97227588,March,14.0,3536.0
40,-37.80999341,144.97227588,March,15.0,2661.0
40,-37.80999341,144.97227588,March,16.0,5584.0
40,-37.80999341,144.97227588,March,17.0,5439.0
40,-37.80999341,144.97227588,March,18.0,4514.0
40,-37.80999341,144.97227588,March,19.0,3862.0
40,-37.80999341,144.97227588,March,20.0,3962.0
40,-37.80999341,144.97227588,March,21.0,1300.0
40,-37.80999341,144.97227588,March,22.0,954.0
40,-37.80999341,144.97227588,March,23.0,3407.0
40,-37.80999341,144.97227588,March,24.0,2419.0
40,-37.80999341,144.97227588,March,25.0,1909.0
40,-37.80999341,144.97227588,March,26.0,1815.0
40,-37.80999341,144.97227588,March,27.0,1647.0
40,-37.80999341,144.97227588,March,28.0,669.0
40,-37.80999341,144.97227588,March,29.0,472.0
40,-37.80999341,144.97227588,March,30.0,1415.0
40,-37.80999341,144.97227588,March,31.0,1409.0
41,-37.81668633,144.96689733,April,1.0,5873.0
41,-37.81668633,144.96689733,April,2.0,5329.0
41,-37.81668633,144.96689733,April,3.0,6074.0
41,-37.81668633,144.96689733,April,4.0,3374.0
41,-37.81668633,144.96689733,April,5.0,3159.0
41,-37.81668633,144.96689733,April,6.0,6168.0
41,-37.81668633,144.96689733,April,7.0,5639.0
41,-37.81668633,144.96689733,April,8.0,6086.0
41,-37.81668633,144.96689733,April,9.0,6327.0
41,-37.81668633,144.96689733,April,10.0,3254.0
41,-37.81668633,144.96689733,April,11.0,2781.0
41,-37.81668633,144.96689733,April,12.0,2974.0
41,-37.81668633,144.96689733,April,13.0,3618.0
41,-37.81668633,144.96689733,April,14.0,5365.0
41,-37.81668633,144.96689733,April,15.0,5384.0
41,-37.81668633,144.96689733,April,16.0,5562.0
41,-37.81668633,144.96689733,April,17.0,5971.0
41,-37.81668633,144.96689733,April,18.0,4618.0
41,-37.81668633,144.96689733,April,19.0,4087.0
41,-37.81668633,144.96689733,April,20.0,5967.0
41,-37.81668633,144.96689733,April,21.0,6279.0
41,-37.81668633,144.96689733,April,22.0,6477.0
41,-37.81668633,144.96689733,April,23.0,6166.0
41,-37.81668633,144.96689733,April,24.0,6905.0
41,-37.81668633,144.96689733,April,25.0,4725.0
41,-37.81668633,144.96689733,April,26.0,4034.0
41,-37.81668633,144.96689733,April,27.0,6014.0
