,latitude,longitude,Month,Mdate,Hourly_Counts
41,-37.81668633,144.96689733,April,28.0,6329.0
41,-37.81668633,144.96689733,April,29.0,5526.0
41,-37.81668633,144.96689733,April,30.0,6648.0
41,-37.81668633,144.96689733,March,1.0,33391.0
41,-37.81668633,144.96689733,March,2.0,38686.0
41,-37.81668633,144.96689733,March,3.0,41049.0
41,-37.81668633,144.96689733,March,4.0,42868.0
41,-37.81668633,144.96689733,March,5.0,41689.0
41,-37.81668633,144.96689733,March,6.0,49054.0
41,-37.81668633,144.96689733,March,7.0,42548.0
41,-37.81668633,144.96689733,March,8.0,43706.0
41,-37.81668633,144.96689733,March,9.0,36904.0
41,-37.81668633,144.96689733,March,10.0,39815.0
41,-37.81668633,144.96689733,March,11.0,41619.0
41,-37.81668633,144.96689733,March,12.0,42800.0
41,-37.81668633,144.96689733,March,13.0,40948.0
41,-37.81668633,144.96689733,March,14.0,32782.0
41,-37.81668633,144.96689733,March,15.0,24278.0
41,-37.81668633,144.96689733,March,16.0,30681.0
41,-37.81668633,144.96689733,March,17.0,26369.0
41,-37.81668633,144.96689733,March,18.0,23673.0
41,-37.81668633,144.96689733,March,19.0,21748.0
41,-37.81668633,144.96689733,March,20.0,21881.0
41,-37.81668633,144.96689733,March,21.0,15182.0
41,-37.81668633,144.96689733,March,22.0,10404.0
41,-37.81668633,144.96689733,March,23.0,14905.0
41,-37.81668633,144.96689733,March,24.0,9866.0
41,-37.81668633,144.96689733,March,25.0,8427.0
41,-37.81668633,144.96689733,March,26.0,8196.0
41,-37.81668633,144.96689733,March,27.0,8442.0
41,-37.81668633,144.96689733,March,28.0,5840.0
41,-37.81668633,144.96689733,March,29.0,3958.0
41,-37.81668633,144.96689733,March,30.0,6162.0
41,-37.81668633,144.96689733,March,31.0,5523.0
42,-37.80008565,144.96386412,April,1.0,706.0
42,-37.80008565,144.96386412,April,2.0,447.0
42,-37.80008565,144.96386412,April,3.0,728.0
42,-37.80008565,144.96386412,April,4.0,364.0
42,-37.80008565,144.96386412,April,5.0,336.0
42,-37.80008565,144.96386412,April,6.0,583.0
42,-37.80008565,144.96386412,April,7.0,640.0
42,-37.80008565,144.96386412,April,8.0,626.0
42,-37.80008565,144.96386412,April,9.0,651.0
42,-37.80008565,144.96386412,April,10.0,525.0
42,-37.80008565,144.96386412,April,11.0,420.0
42,-37.80008565,144.96386412,April,12.0,469.0
42,-37.80008565,144.96386412,April,13.0,494.0
42,-37.80008565,144.96386412,April,14.0,513.0
42,-37.80008565,144.96386412,April,15.0,735.0
42,-37.80008565,144.96386412,April,16.0,677.0
42,-37.80008565,144.96386412,April,17.0,736.0
42,-37.80008565,144.96386412,April,18.0,552.0
42,-37.80008565,144.96386412,April,19.0,565.0
42,-37.80008565,144.96386412,April,20.0,606.0
42,-37.80008565,144.96386412,April,21.0,672.0
42,-37.80008565,144.96386412,April,22.0,729.0
42,-37.80008565,144.96386412,April,23.0,687.0
42,-37.80008565,144.96386412,April,24.0,890.0
42,-37.80008565,144.96386412,April,25.0,541.0
42,-37.80008565,144.96386412,April,26.0,456.0
42,-37.80008565,144.96386412,April,27.0,640.0
42,-37.80008565,144.96386412,April,28.0,682.0
42,-37.80008565,144.96386412,April,29.0,439.0
42,-37.80008565,144.96386412,April,30.0,624.0
42,-37.80008565,144.96386412,March,1.0,3181.0
42,-37.80008565,144.96386412,March,2.0,15448.0
42,-37.80008565,144.96386412,March,3.0,12469.0
42,-37.80008565,144.96386412,March,4.0,12198.0
42,-37.80008565,144.96386412,March,5.0,9389.0
42,-37.80008565,144.96386412,March,6.0,11149.0
42,-37.80008565,144.96386412,March,7.0,2586.0
42,-37.80008565,144.96386412,March,8.0,2908.0
42,-37.80008565,144.96386412,March,9.0,11951.0
42,-37.80008565,144.96386412,March,10.0,11381.0
42,-37.80008565,144.96386412,March,11.0,11948.0
42,-37.80008565,144.96386412,March,12.0,11494.0
42,-37.80008565,144.96386412,March,13.0,9954.0
42,-37.80008565,144.96386412,March,14.0,4695.0
42,-37.80008565,144.96386412,March,15.0,2507.0
42,-37.80008565,144.96386412,March,16.0,8735.0
42,-37.80008565,144.96386412,March,17.0,8107.0
42,-37.80008565,144.96386412,March,18.0,6088.0
42,-37.80008565,144.96386412,March,19.0,4900.0
42,-37.80008565,144.96386412,March,20.0,3810.0
42,-37.80008565,144.96386412,March,21.0,1071.0
42,-37.80008565,144.96386412,March,22.0,898.0
42,-37.80008565,144.96386412,March,23.0,2059.0
42,-37.80008565,144.96386412,March,24.0,1505.0
42,-37.80008565,144.96386412,March,25.0,890.0
42,-37.80008565,144.96386412,March,26.0,940.0
42,-37.80008565,144.96386412,March,27.0,820.0
42,-37.80008565,144.96386412,March,28.0,592.0
42,-37.80008565,144.96386412,March,29.0,494.0
42,-37.80008565,144.96386412,March,30.0,733.0
42,-37.80008565,144.96386412,March,31.0,723.0
43,-37.79844525,144.96411782,April,1.0,407.0
43,-37.79844525,144.96411782,April,2.0,257.0
43,-37.79844525,144.96411782,April,3.0,382.0
43,-37.79844525,144.96411782,April,4.0,186.0
43,-37.79844525,144.96411782,April,5.0,199.0
43,-37.79844525,144.96411782,April,6.0,342.0
43,-37.79844525,144.96411782,April,7.0,294.0
43,-37.79844525,144.96411782,April,8.0,341.0
43,-37.79844525,144.96411782,April,9.0,420.0
43,-37.79844525,144.96411782,April,10.0,400.0
43,-37.79844525,144.96411782,April,11.0,249.0
43,-37.79844525,144.96411782,April,12.0,276.0
43,-37.79844525,144.96411782,April,13.0,404.0
43,-37.79844525,144.96411782,April,14.0,340.0
43,-37.79844525,144.96411782,April,15.0,424.0
43,-37.79844525,144.96411782,April,16.0,367.0
43,-37.79844525,144.96411782,April,17.0,374.0
43,-37.79844525,144.96411782,April,18.0,342.0
43,-37.79844525,144.96411782,April,19.0,431.0
43,-37.79844525,144.96411782,April,20.0,492.0
43,-37.79844525,144.96411782,April,21.0,475.0
43,-37.79844525,144.96411782,April,22.0,531.0
43,-37.79844525,144.96411782,April,23.0,403.0
43,-37.79844525,144.96411782,April,24.0,543.0
43,-37.79844525,144.96411782,April,25.0,536.0
43,-37.79844525,144.96411782,April,26.0,415.0
43,-37.79844525,144.96411782,April,27.0,494.0
43,-37.79844525,144.96411782,April,28.0,505.0
43,-37.79844525,144.96411782,April,29.0,246.0
43,-37.79844525,144.96411782,April,30.0,385.0
43,-37.79844525,144.96411782,March,1.0,1627.0
43,-37.79844525,144.96411782,March,2.0,12676.0
43,-37.79844525,144.96411782,March,3.0,9796.0
43,-37.79844525,144.96411782,March,4.0,9012.0
43,-37.79844525,144.96411782,March,5.0,9409.0
43,-37.79844525,144.96411782,March,6.0,9874.0
43,-37.79844525,144.96411782,March,7.0,1749.0
43,-37.79844525,144.96411782,March,8.0,2022.0
43,-37.79844525,144.96411782,March,9.0,9923.0
43,-37.79844525,144.96411782,March,10.0,11506.0
43,-37.79844525,144.96411782,March,11.0,11699.0
43,-37.79844525,144.96411782,March,12.0,9259.0
43,-37.79844525,144.96411782,March,13.0,7261.0
43,-37.79844525,144.96411782,March,14.0,2262.0
43,-37.79844525,144.96411782,March,15.0,1910.0
43,-37.79844525,144.96411782,March,16.0,8081.0
43,-37.79844525,144.96411782,March,17.0,6901.0
43,-37.79844525,144.96411782,March,18.0,4210.0
43,-37.79844525,144.96411782,March,19.0,3817.0
43,-37.79844525,144.96411782,March,20.0,2787.0
43,-37.79844525,144.96411782,March,21.0,1065.0
43,-37.79844525,144.96411782,March,22.0,721.0
43,-37.79844525,144.96411782,March,23.0,1461.0
43,-37.79844525,144.96411782,March,24.0,1022.0
43,-37.79844525,144.96411782,March,25.0,610.0
43,-37.79844525,144.96411782,March,26.0,540.0
43,-37.79844525,144.96411782,March,27.0,523.0
43,-37.79844525,144.96411782,March,28.0,382.0
43,-37.79844525,144.96411782,March,29.0,322.0
43,-37.79844525,144.96411782,March,30.0,398.0
43,-37.79844525,144.96411782,March,31.0,371.0
44,-37.79690473,144.96440378,April,1.0,254.0
44,-37.79690473,144.96440378,April,2.0,191.0
44,-37.79690473,144.96440378,April,3.0,336.0
44,-37.79690473,144.96440378,April,4.0,172.0
44,-37.79690473,144.96440378,April,5.0,152.0
44,-37.79690473,144.96440378,April,6.0,140.0
44,-37.79690473,144.96440378,April,7.0,0.0
44,-37.79690473,144.96440378,April,8.0,126.0
44,-37.79690473,144.96440378,April,9.0,348.0
44,-37.79690473,144.96440378,April,10.0,358.0
44,-37.79690473,144.96440378,April,11.0,201.0
44,-37.79690473,144.96440378,April,12.0,238.0
44,-37.79690473,144.96440378,April,13.0,357.0
44,-37.79690473,144.96440378,April,14.0,296.0
44,-37.79690473,144.96440378,April,15.0,387.0
44,-37.79690473,144.96440378,April,16.0,259.0
44,-37.79690473,144.96440378,April,17.0,355.0
44,-37.79690473,144.96440378,April,18.0,245.0
44,-37.79690473,144.96440378,April,19.0,371.0
44,-37.79690473,144.96440378,April,20.0,365.0
44,-37.79690473,144.96440378,April,21.0,356.0
44,-37.79690473,144.96440378,April,22.0,383.0
44,-37.79690473,144.96440378,April,23.0,331.0
44,-37.79690473,144.96440378,April,24.0,423.0
44,-37.79690473,144.96440378,April,25.0,376.0
44,-37.79690473,144.96440378,April,26.0,321.0
44,-37.79690473,144.96440378,April,27.0,379.0
44,-37.79690473,144.96440378,April,28.0,410.0
44,-37.79690473,144.96440378,April,29.0,171.0
44,-37.79690473,144.96440378,April,30.0,304.0
44,-37.79690473,144.96440378,March,1.0,1029.0
44,-37.79690473,144.96440378,March,2.0,3389.0
44,-37.79690473,144.96440378,March,3.0,3007.0
44,-37.79690473,144.96440378,March,4.0,4027.0
44,-37.79690473,144.96440378,March,5.0,2825.0
44,-37.79690473,144.96440378,March,6.0,2999.0
44,-37.79690473,144.96440378,March,7.0,980.0
44,-37.79690473,144.96440378,March,8.0,847.0
44,-37.79690473,144.96440378,March,9.0,2580.0
44,-37.79690473,144.96440378,March,10.0,3822.0
44,-37.79690473,144.96440378,March,11.0,3600.0
44,-37.79690473,144.96440378,March,12.0,2299.0
44,-37.79690473,144.96440378,March,13.0,1759.0
44,-37.79690473,144.96440378,March,14.0,920.0
44,-37.79690473,144.96440378,March,15.0,709.0
44,-37.79690473,144.96440378,March,16.0,2915.0
44,-37.79690473,144.96440378,March,17.0,2499.0
44,-37.79690473,144.96440378,March,18.0,1099.0
44,-37.79690473,144.96440378,March,19.0,856.0
44,-37.79690473,144.96440378,March,20.0,803.0
44,-37.79690473,144.96440378,March,21.0,470.0
44,-37.79690473,144.96440378,March,22.0,426.0
44,-37.79690473,144.96440378,March,23.0,656.0
44,-37.79690473,144.96440378,March,24.0,529.0
44,-37.79690473,144.96440378,March,25.0,370.0
44,-37.79690473,144.96440378,March,26.0,422.0
44,-37.79690473,144.96440378,March,27.0,381.0
44,-37.79690473,144.96440378,March,28.0,280.0
44,-37.79690473,144.96440378,March,29.0,239.0
44,-37.79690473,144.96440378,March,30.0,251.0
44,-37.79690473,144.96440378,March,31.0,273.0
45,-37.81414074,144.9660938,April,1.0,3023.0
45,-37.81414074,144.9660938,April,2.0,2508.0
45,-37.81414074,144.9660938,April,3.0,3415.0
45,-37.81414074,144.9660938,April,4.0,1934.0
45,-37.81414074,144.9660938,April,5.0,1678.0
45,-37.81414074,144.9660938,April,6.0,3044.0
45,-37.81414074,144.9660938,April,7.0,2816.0
45,-37.81414074,144.9660938,April,8.0,3224.0
45,-37.81414074,144.9660938,April,9.0,3262.0
45,-37.81414074,144.9660938,April,10.0,1857.0
45,-37.81414074,144.9660938,April,11.0,1783.0
45,-37.81414074,144.9660938,April,12.0,1711.0
45,-37.81414074,144.9660938,April,13.0,2289.0
45,-37.81414074,144.9660938,April,14.0,2983.0
45,-37.81414074,144.9660938,April,15.0,3222.0
45,-37.81414074,144.9660938,April,16.0,2881.0
45,-37.81414074,144.9660938,April,17.0,3108.0
45,-37.81414074,144.9660938,April,18.0,2416.0
45,-37.81414074,144.9660938,April,19.0,2343.0
45,-37.81414074,144.9660938,April,20.0,2810.0
45,-37.81414074,144.9660938,April,21.0,2942.0
45,-37.81414074,144.9660938,April,22.0,3285.0
45,-37.81414074,144.9660938,April,23.0,3103.0
45,-37.81414074,144.9660938,April,24.0,3537.0
45,-37.81414074,144.9660938,April,25.0,3000.0
45,-37.81414074,144.9660938,April,26.0,2241.0
45,-37.81414074,144.9660938,April,27.0,3358.0
45,-37.81414074,144.9660938,April,28.0,3416.0
45,-37.81414074,144.9660938,April,29.0,2436.0
45,-37.81414074,144.9660938,April,30.0,3222.0
45,-37.81414074,144.9660938,March,1.0,18366.0
45,-37.81414074,144.9660938,March,2.0,19005.0
45,-37.81414074,144.9660938,March,3.0,20536.0
45,-37.81414074,144.9660938,March,4.0,20481.0
45,-37.81414074,144.9660938,March,5.0,18307.0
45,-37.81414074,144.9660938,March,6.0,23686.0
45,-37.81414074,144.9660938,March,7.0,22751.0
45,-37.81414074,144.9660938,March,8.0,22685.0
45,-37.81414074,144.9660938,March,9.0,17918.0
45,-37.81414074,144.9660938,March,10.0,20177.0
45,-37.81414074,144.9660938,March,11.0,20882.0
45,-37.81414074,144.9660938,March,12.0,21138.0
45,-37.81414074,144.9660938,March,13.0,19716.0
45,-37.81414074,144.9660938,March,14.0,16078.0
45,-37.81414074,144.9660938,March,15.0,12531.0
45,-37.81414074,144.9660938,March,16.0,15721.0
45,-37.81414074,144.9660938,March,17.0,13754.0
45,-37.81414074,144.9660938,March,18.0,12275.0
45,-37.81414074,144.9660938,March,19.0,11292.0
45,-37.81414074,144.9660938,March,20.0,10897.0
45,-37.81414074,144.9660938,March,21.0,7903.0
45,-37.81414074,144.9660938,March,22.0,5330.0
45,-37.81414074,144.9660938,March,23.0,7731.0
45,-37.81414074,144.9660938,March,24.0,5187.0
45,-37.81414074,144.9660938,March,25.0,4373.0
45,-37.81414074,144.9660938,March,26.0,4140.0
45,-37.81414074,144.9660938,March,27.0,4315.0
45,-37.81414074,144.9660938,March,28.0,3278.0
45,-37.81414074,144.9660938,March,29.0,2292.0
45,-37.81414074,144.9660938,March,30.0,3161.0
45,-37.81414074,144.9660938,March,31.0,3127.0
46,-37.80240719,144.96156731,April,1.0,492.0
46,-37.80240719,144.96156731,April,2.0,347.0
46,-37.80240719,144.96156731,April,3.0,517.0
46,-37.80240719,144.96156731,April,4.0,283.0
46,-37.80240719,144.96156731,April,5.0,228.0
46,-37.80240719,144.96156731,April,6.0,426.0
46,-37.80240719,144.96156731,April,7.0,456.0
46,-37.80240719,144.96156731,April,8.0,460.0
46,-37.80240719,144.96156731,April,9.0,469.0
46,-37.80240719,144.96156731,April,10.0,306.0
46,-37.80240719,144.96156731,April,11.0,260.0
46,-37.80240719,144.96156731,April,12.0,277.0
46,-37.80240719,144.96156731,April,13.0,347.0
46,-37.80240719,144.96156731,April,14.0,320.0
46,-37.80240719,144.96156731,April,15.0,502.0
46,-37.80240719,144.96156731,April,16.0,458.0
46,-37.80240719,144.96156731,April,17.0,481.0
46,-37.80240719,144.96156731,April,18.0,313.0
46,-37.80240719,144.96156731,April,19.0,334.0
46,-37.80240719,144.96156731,April,20.0,433.0
46,-37.80240719,144.96156731,April,21.0,503.0
46,-37.80240719,144.96156731,April,22.0,494.0
46,-37.80240719,144.96156731,April,23.0,458.0
46,-37.80240719,144.96156731,April,24.0,557.0
46,-37.80240719,144.96156731,April,25.0,369.0
46,-37.80240719,144.96156731,April,26.0,287.0
46,-37.80240719,144.96156731,April,27.0,499.0
46,-37.80240719,144.96156731,April,28.0,426.0
46,-37.80240719,144.96156731,April,29.0,377.0
46,-37.80240719,144.96156731,April,30.0,472.0
46,-37.80240719,144.96156731,March,1.0,1032.0
46,-37.80240719,144.96156731,March,2.0,3555.0
46,-37.80240719,144.96156731,March,3.0,4073.0
46,-37.80240719,144.96156731,March,4.0,4149.0
46,-37.80240719,144.96156731,March,5.0,4190.0
46,-37.80240719,144.96156731,March,6.0,3255.0
46,-37.80240719,144.96156731,March,7.0,1144.0
46,-37.80240719,144.96156731,March,8.0,987.0
46,-37.80240719,144.96156731,March,9.0,3039.0
46,-37.80240719,144.96156731,March,10.0,3932.0
46,-37.80240719,144.96156731,March,11.0,3958.0
46,-37.80240719,144.96156731,March,12.0,3536.0
46,-37.80240719,144.96156731,March,13.0,2979.0
46,-37.80240719,144.96156731,March,14.0,1030.0
46,-37.80240719,144.96156731,March,15.0,1027.0
46,-37.80240719,144.96156731,March,16.0,2980.0
46,-37.80240719,144.96156731,March,17.0,2724.0
46,-37.80240719,144.96156731,March,18.0,2478.0
46,-37.80240719,144.96156731,March,19.0,2054.0
46,-37.80240719,144.96156731,March,20.0,1599.0
46,-37.80240719,144.96156731,March,21.0,636.0
46,-37.80240719,144.96156731,March,22.0,611.0
46,-37.80240719,144.96156731,March,23.0,1080.0
46,-37.80240719,144.96156731,March,24.0,721.0
46,-37.80240719,144.96156731,March,25.0,539.0
46,-37.80240719,144.96156731,March,26.0,523.0
46,-37.80240719,144.96156731,March,27.0,559.0
46,-37.80240719,144.96156731,March,28.0,338.0
46,-37.80240719,144.96156731,March,29.0,270.0
46,-37.80240719,144.96156731,March,30.0,478.0
46,-37.80240719,144.96156731,March,31.0,398.0
47,-37.81160331,144.96220077,April,1.0,4500.0
47,-37.81160331,144.96220077,April,2.0,3506.0
47,-37.81160331,144.96220077,April,3.0,4726.0
47,-37.81160331,144.96220077,April,4.0,2723.0
47,-37.81160331,144.96220077,April,5.0,2447.0
47,-37.81160331,144.96220077,April,6.0,4986.0
47,-37.81160331,144.96220077,April,7.0,4659.0
47,-37.81160331,144.96220077,April,8.0,4675.0
47,-37.81160331,144.96220077,April,9.0,5398.0
47,-37.81160331,144.96220077,April,10.0,2758.0
47,-37.81160331,144.96220077,April,11.0,3313.0
47,-37.81160331,144.96220077,April,12.0,2814.0
47,-37.81160331,144.96220077,April,13.0,3211.0
47,-37.81160331,144.96220077,April,14.0,4956.0
47,-37.81160331,144.96220077,April,15.0,4754.0
47,-37.81160331,144.96220077,April,16.0,4701.0
47,-37.81160331,144.96220077,April,17.0,4923.0
47,-37.81160331,144.96220077,April,18.0,3423.0
47,-37.81160331,144.96220077,April,19.0,3148.0
47,-37.81160331,144.96220077,April,20.0,4533.0
47,-37.81160331,144.96220077,April,21.0,4785.0
47,-37.81160331,144.96220077,April,22.0,4576.0
47,-37.81160331,144.96220077,April,23.0,4839.0
47,-37.81160331,144.96220077,April,24.0,5477.0
47,-37.81160331,144.96220077,April,25.0,4085.0
47,-37.81160331,144.96220077,April,26.0,3804.0
47,-37.81160331,144.96220077,April,27.0,4970.0
47,-37.81160331,144.96220077,April,28.0,4959.0
47,-37.81160331,144.96220077,April,29.0,3636.0
47,-37.81160331,144.96220077,April,30.0,5060.0
47,-37.81160331,144.96220077,March,1.0,20142.0
47,-37.81160331,144.96220077,March,2.0,22702.0
47,-37.81160331,144.96220077,March,3.0,22968.0
47,-37.81160331,144.96220077,March,4.0,22751.0
47,-37.81160331,144.96220077,March,5.0,19525.0
47,-37.81160331,144.96220077,March,6.0,26591.0
47,-37.81160331,144.96220077,March,7.0,23736.0
47,-37.81160331,144.96220077,March,8.0,21197.0
47,-37.81160331,144.96220077,March,9.0,16908.0
47,-37.81160331,144.96220077,March,10.0,22707.0
47,-37.81160331,144.96220077,March,11.0,22364.0
47,-37.81160331,144.96220077,March,12.0,23572.0
47,-37.81160331,144.96220077,March,13.0,23555.0
47,-37.81160331,144.96220077,March,14.0,21106.0
47,-37.81160331,144.96220077,March,15.0,15929.0
47,-37.81160331,144.96220077,March,16.0,18733.0
47,-37.81160331,144.96220077,March,17.0,16868.0
47,-37.81160331,144.96220077,March,18.0,14684.0
47,-37.81160331,144.96220077,March,19.0,13549.0
47,-37.81160331,144.96220077,March,20.0,13736.0
47,-37.81160331,144.96220077,March,21.0,10441.0
47,-37.81160331,144.96220077,March,22.0,7854.0
47,-37.81160331,144.96220077,March,23.0,10236.0
47,-37.81160331,144.96220077,March,24.0,7230.0
47,-37.81160331,144.96220077,March,25.0,6284.0
47,-37.81160331,144.96220077,March,26.0,6064.0
47,-37.81160331,144.96220077,March,27.0,6065.0
47,-37.81160331,144.96220077,March,28.0,5150.0
47,-37.81160331,144.96220077,March,29.0,3241.0
47,-37.81160331,144.96220077,March,30.0,4918.0
47,-37.81160331,144.96220077,March,31.0,4459.0
48,-37.80631581,144.95866698,April,1.0,1280.0
48,-37.80631581,144.95866698,April,2.0,1388.0
48,-37.80631581,144.95866698,April,3.0,1813.0
48,-37.80631581,144.95866698,April,4.0,1825.0
48,-37.80631581,144.95866698,April,5.0,1559.0
48,-37.80631581,144.95866698,April,6.0,1087.0
48,-37.80631581,144.95866698,April,7.0,1690.0
48,-37.80631581,144.95866698,April,8.0,1181.0
48,-37.80631581,144.95866698,April,9.0,8766.0
48,-37.80631581,144.95866698,April,10.0,965.0
48,-37.80631581,144.95866698,April,11.0,10069.0
48,-37.80631581,144.95866698,April,12.0,1573.0
48,-37.80631581,144.95866698,April,13.0,1132.0
48,-37.80631581,144.95866698,April,14.0,1699.0
48,-37.80631581,144.95866698,April,15.0,1145.0
48,-37.80631581,144.95866698,April,16.0,1761.0
48,-37.80631581,144.95866698,April,17.0,1777.0
48,-37.80631581,144.95866698,April,18.0,7257.0
48,-37.80631581,144.95866698,April,19.0,2106.0
48,-37.80631581,144.95866698,April,20.0,1075.0
48,-37.80631581,144.95866698,April,21.0,1738.0
48,-37.80631581,144.95866698,April,22.0,1217.0
48,-37.80631581,144.95866698,April,23.0,1754.0
48,-37.80631581,144.95866698,April,24.0,2116.0
48,-37.80631581,144.95866698,April,25.0,2045.0
48,-37.80631581,144.95866698,April,26.0,10645.0
48,-37.80631581,144.95866698,April,27.0,1299.0
48,-37.80631581,144.95866698,April,28.0,2007.0
48,-37.80631581,144.95866698,April,29.0,1063.0
48,-37.80631581,144.95866698,April,30.0,1735.0
48,-37.80631581,144.95866698,March,1.0,6764.0
48,-37.80631581,144.95866698,March,2.0,4161.0
48,-37.80631581,144.95866698,March,3.0,6349.0
48,-37.80631581,144.95866698,March,4.0,9354.0
48,-37.80631581,144.95866698,March,5.0,5880.0
48,-37.80631581,144.95866698,March,6.0,6008.0
48,-37.80631581,144.95866698,March,7.0,8064.0
48,-37.80631581,144.95866698,March,8.0,8413.0
48,-37.80631581,144.95866698,March,9.0,3489.0
48,-37.80631581,144.95866698,March,10.0,5873.0
48,-37.80631581,144.95866698,March,11.0,9426.0
48,-37.80631581,144.95866698,March,12.0,5871.0
48,-37.80631581,144.95866698,March,13.0,5785.0
48,-37.80631581,144.95866698,March,14.0,7492.0
48,-37.80631581,144.95866698,March,15.0,6432.0
48,-37.80631581,144.95866698,March,16.0,3787.0
48,-37.80631581,144.95866698,March,17.0,5130.0
48,-37.80631581,144.95866698,March,18.0,3257.0
48,-37.80631581,144.95866698,March,19.0,4301.0
48,-37.80631581,144.95866698,March,20.0,4009.0
48,-37.80631581,144.95866698,March,21.0,4261.0
48,-37.80631581,144.95866698,March,22.0,3600.0
48,-37.80631581,144.95866698,March,23.0,2098.0
48,-37.80631581,144.95866698,March,24.0,2198.0
48,-37.80631581,144.95866698,March,25.0,1439.0
48,-37.80631581,144.95866698,March,26.0,2075.0
48,-37.80631581,144.95866698,March,27.0,1763.0
48,-37.80631581,144.95866698,March,28.0,2430.0
48,-37.80631581,144.95866698,March,29.0,1597.0
48,-37.80631581,144.95866698,March,30.0,1186.0
48,-37.80631581,144.95866698,March,31.0,1676.0
49,-37.80730067,144.95956055,April,1.0,1651.0
49,-37.80730067,144.95956055,April,2.0,1542.0
49,-37.80730067,144.95956055,April,3.0,2074.0
49,-37.80730067,144.95956055,April,4.0,1758.0
49,-37.80730067,144.95956055,April,5.0,1676.0
49,-37.80730067,144.95956055,April,6.0,1494.0
49,-37.80730067,144.95956055,April,7.0,1870.0
49,-37.80730067,144.95956055,April,8.0,1536.0
49,-37.80730067,144.95956055,April,9.0,2705.0
49,-37.80730067,144.95956055,April,10.0,1635.0
49,-37.80730067,144.95956055,April,11.0,3040.0
49,-37.80730067,144.95956055,April,12.0,2091.0
49,-37.80730067,144.95956055,April,13.0,1477.0
49,-37.80730067,144.95956055,April,14.0,1998.0
49,-37.80730067,144.95956055,April,15.0,1724.0
49,-37.80730067,144.95956055,April,16.0,1983.0
49,-37.80730067,144.95956055,April,17.0,2227.0
49,-37.80730067,144.95956055,April,18.0,2890.0
49,-37.80730067,144.95956055,April,19.0,2559.0
49,-37.80730067,144.95956055,April,20.0,1778.0
49,-37.80730067,144.95956055,April,21.0,2392.0
49,-37.80730067,144.95956055,April,22.0,2043.0
49,-37.80730067,144.95956055,April,23.0,2483.0
49,-37.80730067,144.95956055,April,24.0,2853.0
49,-37.80730067,144.95956055,April,25.0,2310.0
49,-37.80730067,144.95956055,April,26.0,3444.0
49,-37.80730067,144.95956055,April,27.0,1878.0
49,-37.80730067,144.95956055,April,28.0,2468.0
49,-37.80730067,144.95956055,April,29.0,1604.0
49,-37.80730067,144.95956055,April,30.0,2041.0
49,-37.80730067,144.95956055,March,1.0,4018.0
49,-37.80730067,144.95956055,March,2.0,2046.0
49,-37.80730067,144.95956055,March,3.0,3258.0
49,-37.80730067,144.95956055,March,4.0,2844.0
49,-37.80730067,144.95956055,March,5.0,2337.0
49,-37.80730067,144.95956055,March,6.0,3038.0
49,-37.80730067,144.95956055,March,7.0,4177.0
49,-37.80730067,144.95956055,March,8.0,4805.0
49,-37.80730067,144.95956055,March,9.0,2212.0
49,-37.80730067,144.95956055,March,10.0,3376.0
49,-37.80730067,144.95956055,March,11.0,3576.0
49,-37.80730067,144.95956055,March,12.0,3397.0
49,-37.80730067,144.95956055,March,13.0,3221.0
49,-37.80730067,144.95956055,March,14.0,4133.0
49,-37.80730067,144.95956055,March,15.0,4063.0
49,-37.80730067,144.95956055,March,16.0,2038.0
49,-37.80730067,144.95956055,March,17.0,3239.0
49,-37.80730067,144.95956055,March,18.0,1805.0
49,-37.80730067,144.95956055,March,19.0,2635.0
49,-37.80730067,144.95956055,March,20.0,2820.0
49,-37.80730067,144.95956055,March,21.0,2933.0
49,-37.80730067,144.95956055,March,22.0,2434.0
49,-37.80730067,144.95956055,March,23.0,1719.0
49,-37.80730067,144.95956055,March,24.0,2357.0
49,-37.80730067,144.95956055,March,25.0,1459.0
49,-37.80730067,144.95956055,March,26.0,1916.0
49,-37.80730067,144.95956055,March,27.0,2221.0
49,-37.80730067,144.95956055,March,28.0,2243.0
49,-37.80730067,144.95956055,March,29.0,1981.0
49,-37.80730067,144.95956055,March,30.0,1430.0
49,-37.80730067,144.95956055,March,31.0,1786.0
50,-37.79808191,144.96721014,April,1.0,1285.0
50,-37.79808191,144.96721014,April,2.0,922.0
50,-37.79808191,144.96721014,April,3.0,1430.0
50,-37.79808191,144.96721014,April,4.0,1308.0
50,-37.79808191,144.96721014,April,5.0,941.0
50,-37.79808191,144.96721014,April,6.0,1137.0
50,-37.79808191,144.96721014,April,7.0,1150.0
50,-37.79808191,144.96721014,April,8.0,1267.0
50,-37.79808191,144.96721014,April,9.0,1583.0
50,-37.79808191,144.96721014,April,10.0,1391.0
50,-37.79808191,144.96721014,April,11.0,1368.0
50,-37.79808191,144.96721014,April,12.0,930.0
50,-37.79808191,144.96721014,April,13.0,1238.0
50,-37.79808191,144.96721014,April,14.0,1234.0
50,-37.79808191,144.96721014,April,15.0,1358.0
50,-37.79808191,144.96721014,April,16.0,1259.0
50,-37.79808191,144.96721014,April,17.0,1572.0
50,-37.79808191,144.96721014,April,18.0,1591.0
50,-37.79808191,144.96721014,April,19.0,1254.0
50,-37.79808191,144.96721014,April,20.0,1118.0
50,-37.79808191,144.96721014,April,21.0,1211.0
