Year,Month,Mdate,Sensor_ID,Hourly_Counts
2020,March,1,29,7
2020,March,1,42,9
2020,March,1,43,4
2020,March,1,44,4
2020,March,1,35,83
2020,March,1,45,87
2020,March,1,41,195
2020,March,1,46,0
2020,March,1,47,125
2020,March,1,48,39
2020,March,1,49,40
2020,March,1,50,5
2020,March,1,51,15
2020,March,1,52,36
2020,March,1,54,7
2020,March,1,55,79
2020,March,1,56,23
2020,March,1,57,24
2020,March,1,58,51
2020,March,1,59,0
2020,March,1,61,21
2020,March,1,62,13
2020,March,1,63,85
2020,March,1,64,7
2020,March,1,4,132
2020,March,1,17,37
2020,March,1,18,23
2020,March,1,53,53
2020,March,1,2,21
2020,March,1,1,37
2020,March,1,3,97
2020,March,1,15,45
2020,March,1,9,28
2020,March,1,10,6
2020,March,1,12,22
2020,March,1,11,7
2020,March,1,8,23
2020,March,1,7,19
2020,March,1,5,207
2020,March,1,6,166
2020,March,1,14,91
2020,March,1,26,108
2020,March,1,24,155
2020,March,1,23,37
2020,March,1,25,139
2020,March,1,21,89
2020,March,1,20,49
2020,March,1,19,44
2020,March,1,22,287
2020,March,1,28,289
2020,March,1,31,13
2020,March,1,30,73
2020,March,1,34,30
2020,March,1,39,5
2020,March,1,37,6
2020,March,1,40,9
2020,March,1,36,23
2020,March,1,29,41
2020,March,1,42,4
2020,March,1,43,2
2020,March,1,44,1
2020,March,1,35,195
2020,March,1,45,103
2020,March,1,41,292
2020,March,1,46,1
2020,March,1,47,88
2020,March,1,48,35
2020,March,1,49,29
2020,March,1,50,9
2020,March,1,51,24
2020,March,1,52,32
2020,March,1,54,6
2020,March,1,55,87
2020,March,1,56,26
2020,March,1,57,27
2020,March,1,58,100
2020,March,1,59,1
2020,March,1,61,33
2020,March,1,62,13
2020,March,1,63,27
2020,March,1,64,9
2020,March,1,4,184
2020,March,1,17,49
2020,March,1,18,22
2020,March,1,53,66
2020,March,1,2,60
2020,March,1,1,82
2020,March,1,3,118
2020,March,1,15,58
2020,March,1,9,63
2020,March,1,10,30
2020,March,1,12,77
2020,March,1,11,34
2020,March,1,8,79
2020,March,1,7,66
2020,March,1,5,278
2020,March,1,6,222
2020,March,1,14,100
2020,March,1,26,151
2020,March,1,24,329
2020,March,1,23,57
2020,March,1,25,264
2020,March,1,21,112
2020,March,1,20,56
2020,March,1,19,38
2020,March,1,22,376
2020,March,1,28,419
2020,March,1,31,43
2020,March,1,30,76
2020,March,1,34,37
2020,March,1,39,28
2020,March,1,37,7
2020,March,1,40,27
2020,March,1,36,27
2020,March,1,29,65
2020,March,1,42,26
2020,March,1,43,13
2020,March,1,44,12
2020,March,1,35,302
2020,March,1,45,117
2020,March,1,41,282
2020,March,1,46,2
2020,March,1,47,168
2020,March,1,48,75
2020,March,1,49,41
2020,March,1,50,24
2020,March,1,51,31
2020,March,1,52,29
2020,March,1,54,32
2020,March,1,55,153
2020,March,1,56,52
2020,March,1,57,45
2020,March,1,58,152
2020,March,1,59,12
2020,March,1,61,43
2020,March,1,62,24
2020,March,1,63,63
2020,March,1,64,38
2020,March,1,4,286
2020,March,1,17,118
2020,March,1,18,51
2020,March,1,53,135
2020,March,1,2,141
2020,March,1,1,187
2020,March,1,3,194
2020,March,1,15,125
2020,March,1,9,202
2020,March,1,10,64
2020,March,1,12,172
2020,March,1,11,52
2020,March,1,8,156
2020,March,1,7,122
2020,March,1,5,550
2020,March,1,6,491
2020,March,1,14,193
2020,March,1,26,305
2020,March,1,24,496
2020,March,1,23,110
2020,March,1,25,715
2020,March,1,21,118
2020,March,1,20,57
2020,March,1,19,53
2020,March,1,22,627
2020,March,1,28,602
2020,March,1,31,55
2020,March,1,30,117
2020,March,1,34,88
2020,March,1,39,46
2020,March,1,37,22
2020,March,1,40,75
2020,March,1,36,82
2020,March,1,29,137
2020,March,1,42,42
2020,March,1,43,32
2020,March,1,44,19
2020,March,1,35,650
2020,March,1,45,202
2020,March,1,41,518
2020,March,1,46,28
2020,March,1,47,267
2020,March,1,48,130
2020,March,1,49,96
2020,March,1,50,56
2020,March,1,51,69
2020,March,1,52,114
2020,March,1,54,40
2020,March,1,55,290
2020,March,1,56,105
2020,March,1,57,117
2020,March,1,58,227
2020,March,1,59,42
2020,March,1,61,132
2020,March,1,62,56
2020,March,1,63,97
2020,March,1,64,46
2020,March,1,4,597
2020,March,1,17,235
2020,March,1,18,73
2020,March,1,53,420
2020,March,1,2,319
2020,March,1,1,558
2020,March,1,3,399
2020,March,1,15,290
2020,March,1,9,146
2020,March,1,10,88
2020,March,1,12,362
2020,March,1,11,76
2020,March,1,8,248
2020,March,1,7,153
2020,March,1,5,943
2020,March,1,6,806
2020,March,1,14,284
2020,March,1,26,613
2020,March,1,24,712
2020,March,1,23,206
2020,March,1,25,827
2020,March,1,21,216
2020,March,1,20,196
2020,March,1,19,162
2020,March,1,22,1035
2020,March,1,28,1081
2020,March,1,31,112
2020,March,1,30,83
2020,March,1,34,91
2020,March,1,39,109
2020,March,1,37,93
2020,March,1,40,102
2020,March,1,36,166
2020,March,1,29,210
2020,March,1,42,74
2020,March,1,43,82
2020,March,1,44,52
2020,March,1,35,1171
2020,March,1,45,347
2020,March,1,41,964
2020,March,1,46,52
2020,March,1,47,577
2020,March,1,48,297
2020,March,1,49,184
2020,March,1,50,165
2020,March,1,51,138
2020,March,1,52,196
2020,March,1,54,46
2020,March,1,55,525
2020,March,1,56,175
2020,March,1,57,213
2020,March,1,58,415
2020,March,1,59,66
2020,March,1,61,280
2020,March,1,62,64
2020,March,1,63,240
2020,March,1,64,89
2020,March,1,4,1152
2020,March,1,17,227
2020,March,1,18,114
2020,March,1,53,786
2020,March,1,2,862
2020,March,1,1,1293
2020,March,1,3,747
2020,March,1,15,600
2020,March,1,9,144
2020,March,1,10,148
2020,March,1,12,419
2020,March,1,11,94
2020,March,1,8,311
2020,March,1,7,160
2020,March,1,5,1689
2020,March,1,6,1077
2020,March,1,14,339
2020,March,1,26,979
2020,March,1,24,992
2020,March,1,23,265
2020,March,1,25,1312
2020,March,1,21,424
2020,March,1,20,275
2020,March,1,19,324
2020,March,1,22,1614
2020,March,1,28,1703
2020,March,1,31,154
2020,March,1,30,113
2020,March,1,34,98
2020,March,1,39,113
2020,March,1,37,99
2020,March,1,40,163
2020,March,1,36,196
2020,March,1,29,404
2020,March,1,42,218
2020,March,1,43,114
2020,March,1,44,74
2020,March,1,35,1681
2020,March,1,45,733
2020,March,1,41,1655
2020,March,1,46,51
2020,March,1,47,1057
2020,March,1,48,613
2020,March,1,49,338
2020,March,1,50,302
2020,March,1,51,267
2020,March,1,52,330
2020,March,1,54,89
2020,March,1,55,947
2020,March,1,56,385
2020,March,1,57,340
2020,March,1,58,620
2020,March,1,59,108
2020,March,1,61,354
2020,March,1,62,149
2020,March,1,63,496
2020,March,1,64,120
2020,March,1,4,1790
2020,March,1,17,308
2020,March,1,18,126
2020,March,1,53,1002
2020,March,1,2,1321
2020,March,1,1,1809
2020,March,1,3,1135
2020,March,1,15,934
2020,March,1,9,149
2020,March,1,10,60
2020,March,1,12,428
2020,March,1,11,83
2020,March,1,8,240
2020,March,1,7,226
2020,March,1,5,2106
2020,March,1,6,1410
2020,March,1,14,512
2020,March,1,26,1289
2020,March,1,24,891
2020,March,1,23,242
2020,March,1,25,1509
2020,March,1,21,569
2020,March,1,20,381
2020,March,1,19,597
2020,March,1,22,1986
2020,March,1,28,2155
2020,March,1,31,266
2020,March,1,30,152
2020,March,1,34,130
2020,March,1,39,107
2020,March,1,37,133
2020,March,1,40,234
2020,March,1,36,167
2020,March,1,29,467
2020,March,1,42,325
2020,March,1,43,78
2020,March,1,44,57
2020,March,1,35,2173
2020,March,1,45,937
2020,March,1,41,2363
2020,March,1,46,59
2020,March,1,47,1348
2020,March,1,48,706
2020,March,1,49,357
2020,March,1,50,424
2020,March,1,51,328
2020,March,1,52,452
2020,March,1,54,131
2020,March,1,55,1053
2020,March,1,56,468
2020,March,1,57,270
2020,March,1,58,663
2020,March,1,59,159
2020,March,1,61,480
2020,March,1,62,147
2020,March,1,63,635
2020,March,1,64,106
2020,March,1,4,2327
2020,March,1,17,334
2020,March,1,18,189
2020,March,1,53,1341
2020,March,1,2,1604
2020,March,1,1,2360
2020,March,1,3,1603
2020,March,1,15,1359
2020,March,1,9,170
2020,March,1,10,103
2020,March,1,12,365
2020,March,1,11,103
2020,March,1,8,321
2020,March,1,7,186
2020,March,1,5,2717
2020,March,1,6,1584
2020,March,1,14,461
2020,March,1,26,1592
2020,March,1,24,954
2020,March,1,23,221
2020,March,1,25,1959
2020,March,1,21,798
2020,March,1,20,480
2020,March,1,19,1077
2020,March,1,22,2404
2020,March,1,28,2201
2020,March,1,31,314
2020,March,1,30,269
2020,March,1,34,207
2020,March,1,39,86
2020,March,1,37,269
2020,March,1,40,292
2020,March,1,36,243
2020,March,1,29,470
2020,March,1,42,332
2020,March,1,43,167
2020,March,1,44,52
2020,March,1,35,2289
2020,March,1,45,1498
2020,March,1,41,2903
2020,March,1,46,86
2020,March,1,47,1744
2020,March,1,48,779
2020,March,1,49,457
2020,March,1,50,577
2020,March,1,51,422
2020,March,1,52,602
2020,March,1,54,141
2020,March,1,55,1394
2020,March,1,56,541
2020,March,1,57,253
2020,March,1,58,761
2020,March,1,59,167
2020,March,1,61,639
2020,March,1,62,207
2020,March,1,63,768
2020,March,1,64,142
2020,March,1,4,2476
2020,March,1,17,296
2020,March,1,18,215
2020,March,1,53,1164
2020,March,1,2,1625
2020,March,1,1,2919
2020,March,1,3,1904
2020,March,1,15,1709
2020,March,1,9,188
2020,March,1,10,138
2020,March,1,12,373
2020,March,1,11,79
2020,March,1,8,254
2020,March,1,7,202
2020,March,1,5,2783
2020,March,1,6,1661
2020,March,1,14,448
2020,March,1,26,1683
2020,March,1,24,907
2020,March,1,23,189
2020,March,1,25,1913
2020,March,1,21,725
2020,March,1,20,399
2020,March,1,19,1254
2020,March,1,22,2834
2020,March,1,28,2244
2020,March,1,31,300
2020,March,1,30,374
2020,March,1,34,129
2020,March,1,39,86
2020,March,1,37,283
2020,March,1,40,436
2020,March,1,36,197
2020,March,1,29,442
2020,March,1,42,354
2020,March,1,43,204
2020,March,1,44,110
2020,March,1,35,2174
2020,March,1,45,1422
2020,March,1,41,2789
2020,March,1,46,94
2020,March,1,47,1915
2020,March,1,48,749
2020,March,1,49,398
2020,March,1,50,582
2020,March,1,51,358
2020,March,1,52,809
2020,March,1,54,155
2020,March,1,55,1497
2020,March,1,56,676
2020,March,1,57,364
2020,March,1,58,752
2020,March,1,59,104
2020,March,1,61,707
2020,March,1,62,265
2020,March,1,63,739
2020,March,1,64,167
2020,March,1,4,2679
2020,March,1,17,319
2020,March,1,18,154
2020,March,1,53,1213
2020,March,1,2,1792
2020,March,1,1,3322
2020,March,1,3,2158
2020,March,1,15,1711
2020,March,1,9,119
2020,March,1,10,98
2020,March,1,12,349
2020,March,1,11,84
2020,March,1,8,273
2020,March,1,7,203
2020,March,1,5,2871
2020,March,1,6,1831
2020,March,1,14,518
2020,March,1,26,1513
2020,March,1,24,959
2020,March,1,23,205
2020,March,1,25,2160
2020,March,1,21,958
2020,March,1,20,426
2020,March,1,19,1202
2020,March,1,22,2646
2020,March,1,28,2476
2020,March,1,31,468
2020,March,1,30,406
2020,March,1,34,152
2020,March,1,39,110
2020,March,1,37,216
2020,March,1,40,202
2020,March,1,36,200
2020,March,1,29,445
2020,March,1,42,276
2020,March,1,43,149
2020,March,1,44,113
2020,March,1,35,2373
2020,March,1,45,1473
2020,March,1,41,2939
2020,March,1,46,98
2020,March,1,47,1749
2020,March,1,48,739
2020,March,1,49,383
2020,March,1,50,559
2020,March,1,51,348
2020,March,1,52,596
2020,March,1,54,152
2020,March,1,55,1668
2020,March,1,56,662
2020,March,1,57,286
2020,March,1,58,661
2020,March,1,59,86
2020,March,1,61,622
2020,March,1,62,271
2020,March,1,63,745
2020,March,1,64,155
2020,March,1,4,2434
2020,March,1,17,338
2020,March,1,18,127
2020,March,1,53,1280
2020,March,1,2,1818
2020,March,1,1,3242
2020,March,1,3,2251
2020,March,1,15,1803
2020,March,1,9,133
2020,March,1,10,64
2020,March,1,12,365
2020,March,1,11,57
2020,March,1,8,291
2020,March,1,7,146
2020,March,1,5,2972
2020,March,1,6,1783
2020,March,1,14,561
2020,March,1,26,1321
2020,March,1,24,1088
2020,March,1,23,247
2020,March,1,25,1937
2020,March,1,21,1030
2020,March,1,20,528
2020,March,1,19,1067
2020,March,1,22,2353
2020,March,1,28,2583
2020,March,1,31,567
2020,March,1,30,502
2020,March,1,34,147
2020,March,1,39,100
2020,March,1,37,183
2020,March,1,40,251
2020,March,1,36,183
2020,March,1,29,515
2020,March,1,42,238
2020,March,1,43,157
2020,March,1,44,113
2020,March,1,35,2336
2020,March,1,45,1556
2020,March,1,41,2707
2020,March,1,46,100
2020,March,1,47,1648
2020,March,1,48,591
2020,March,1,49,321
2020,March,1,50,616
2020,March,1,51,311
2020,March,1,52,594
2020,March,1,54,100
2020,March,1,55,1578
2020,March,1,56,636
2020,March,1,57,258
2020,March,1,58,704
2020,March,1,59,264
2020,March,1,61,603
2020,March,1,62,204
2020,March,1,63,776
2020,March,1,64,136
2020,March,1,4,2403
2020,March,1,17,324
2020,March,1,18,146
2020,March,1,53,1048
2020,March,1,2,1779
2020,March,1,1,2749
2020,March,1,3,2052
2020,March,1,15,1971
2020,March,1,9,122
2020,March,1,10,46
2020,March,1,12,399
2020,March,1,11,116
2020,March,1,8,196
2020,March,1,7,128
2020,March,1,5,2794
2020,March,1,6,1805
2020,March,1,14,567
2020,March,1,26,908
2020,March,1,24,968
2020,March,1,23,224
2020,March,1,25,1882
2020,March,1,21,922
2020,March,1,20,447
2020,March,1,19,939
2020,March,1,22,2362
2020,March,1,28,2366
2020,March,1,31,449
2020,March,1,30,456
2020,March,1,34,152
2020,March,1,39,68
2020,March,1,37,192
2020,March,1,40,303
2020,March,1,36,181
2020,March,1,29,658
2020,March,1,42,184
2020,March,1,43,147
2020,March,1,44,101
2020,March,1,35,2299
2020,March,1,45,1552
2020,March,1,41,2633
2020,March,1,46,86
2020,March,1,47,1774
2020,March,1,48,507
2020,March,1,49,205
2020,March,1,50,610
2020,March,1,51,254
2020,March,1,52,588
2020,March,1,54,100
2020,March,1,55,1632
2020,March,1,56,591
2020,March,1,57,221
2020,March,1,58,651
2020,March,1,59,271
2020,March,1,61,655
2020,March,1,62,192
2020,March,1,63,776
2020,March,1,64,160
2020,March,1,4,2155
2020,March,1,17,341
2020,March,1,18,177
2020,March,1,53,708
2020,March,1,2,1421
2020,March,1,1,2450
2020,March,1,3,2230
2020,March,1,15,1953
2020,March,1,9,124
2020,March,1,10,32
2020,March,1,12,387
2020,March,1,11,99
2020,March,1,8,239
2020,March,1,7,181
2020,March,1,5,2789
2020,March,1,6,1607
2020,March,1,14,547
2020,March,1,26,630
2020,March,1,24,1025
2020,March,1,23,221
2020,March,1,25,1817
2020,March,1,21,974
2020,March,1,20,525
2020,March,1,19,1055
2020,March,1,22,2345
2020,March,1,28,1825
2020,March,1,31,520
2020,March,1,30,367
2020,March,1,34,179
2020,March,1,39,99
2020,March,1,37,217
2020,March,1,40,258
2020,March,1,36,136
2020,March,1,29,736
2020,March,1,42,241
2020,March,1,43,119
2020,March,1,44,113
2020,March,1,35,2171
2020,March,1,45,1564
2020,March,1,41,2523
2020,March,1,46,92
2020,March,1,47,1677
2020,March,1,48,255
2020,March,1,49,92
2020,March,1,50,613
2020,March,1,51,220
2020,March,1,52,639
2020,March,1,54,129
2020,March,1,55,1532
2020,March,1,56,554
2020,March,1,57,190
2020,March,1,58,702
2020,March,1,59,279
2020,March,1,61,661
2020,March,1,62,203
2020,March,1,63,605
2020,March,1,64,106
2020,March,1,4,1793
2020,March,1,17,260
2020,March,1,18,117
2020,March,1,53,536
2020,March,1,2,945
2020,March,1,1,1733
2020,March,1,3,2016
2020,March,1,15,1698
2020,March,1,9,153
2020,March,1,10,100
2020,March,1,12,504
2020,March,1,11,151
2020,March,1,8,184
2020,March,1,7,176
2020,March,1,5,2584
2020,March,1,6,1495
2020,March,1,14,546
2020,March,1,26,560
2020,March,1,24,809
2020,March,1,23,167
2020,March,1,25,1393
2020,March,1,21,794
2020,March,1,20,502
2020,March,1,19,998
2020,March,1,22,2093
2020,March,1,28,1614
2020,March,1,31,628
2020,March,1,30,352
2020,March,1,34,104
2020,March,1,39,89
2020,March,1,37,214
2020,March,1,40,237
2020,March,1,36,141
2020,March,1,29,920
2020,March,1,42,251
2020,March,1,43,76
2020,March,1,44,83
2020,March,1,35,2147
2020,March,1,45,1477
2020,March,1,41,2277
2020,March,1,46,70
2020,March,1,47,1440
2020,March,1,48,250
2020,March,1,49,94
2020,March,1,50,581
2020,March,1,51,174
2020,March,1,52,488
2020,March,1,54,126
2020,March,1,55,1661
2020,March,1,56,537
2020,March,1,57,187
2020,March,1,58,579
2020,March,1,59,252
2020,March,1,61,660
2020,March,1,62,177
2020,March,1,63,574
2020,March,1,64,93
2020,March,1,4,1328
2020,March,1,17,207
2020,March,1,18,66
2020,March,1,53,337
2020,March,1,2,589
2020,March,1,1,1015
2020,March,1,3,2009
2020,March,1,15,1415
2020,March,1,9,93
2020,March,1,10,41
2020,March,1,12,407
2020,March,1,11,149
2020,March,1,8,137
2020,March,1,7,118
2020,March,1,5,2058
2020,March,1,6,1323
2020,March,1,14,459
2020,March,1,26,603
2020,March,1,24,609
2020,March,1,23,167
2020,March,1,25,738
2020,March,1,21,827
2020,March,1,20,575
2020,March,1,19,1008
2020,March,1,22,1714
2020,March,1,28,1202
2020,March,1,31,548
2020,March,1,30,401
2020,March,1,34,91
2020,March,1,39,82
2020,March,1,37,292
2020,March,1,40,221
2020,March,1,36,139
2020,March,1,29,559
2020,March,1,42,214
2020,March,1,43,85
2020,March,1,44,20
2020,March,1,35,1999
2020,March,1,45,1113
2020,March,1,41,1570
2020,March,1,46,56
2020,March,1,47,1178
2020,March,1,48,266
2020,March,1,49,122
2020,March,1,50,543
2020,March,1,51,176
2020,March,1,52,487
2020,March,1,54,83
2020,March,1,55,1488
2020,March,1,56,554
2020,March,1,57,165
2020,March,1,58,452
2020,March,1,59,136
2020,March,1,61,506
2020,March,1,62,194
2020,March,1,63,479
2020,March,1,64,92
2020,March,1,4,1079
2020,March,1,17,259
2020,March,1,18,46
2020,March,1,53,364
2020,March,1,2,366
2020,March,1,1,678
2020,March,1,3,1869
2020,March,1,15,1164
2020,March,1,9,64
2020,March,1,10,65
2020,March,1,12,427
2020,March,1,11,137
2020,March,1,8,125
2020,March,1,7,109
2020,March,1,5,1413
2020,March,1,6,1193
2020,March,1,14,500
2020,March,1,26,461
2020,March,1,24,572
2020,March,1,23,165
2020,March,1,25,740
2020,March,1,21,723
2020,March,1,20,418
2020,March,1,19,746
2020,March,1,22,1572
2020,March,1,28,679
2020,March,1,31,584
2020,March,1,30,371
2020,March,1,34,90
2020,March,1,39,63
2020,March,1,37,224
2020,March,1,40,140
2020,March,1,36,134
2020,March,1,29,216
2020,March,1,42,92
2020,March,1,43,62
2020,March,1,44,18
2020,March,1,35,1785
2020,March,1,45,1031
2020,March,1,41,1303
2020,March,1,46,37
2020,March,1,47,852
2020,March,1,48,181
2020,March,1,49,128
2020,March,1,50,404
2020,March,1,51,139
2020,March,1,52,423
2020,March,1,54,89
2020,March,1,55,1208
2020,March,1,56,425
2020,March,1,57,124
2020,March,1,58,449
2020,March,1,59,9
2020,March,1,61,468
2020,March,1,62,167
2020,March,1,63,411
2020,March,1,64,73
2020,March,1,4,797
2020,March,1,17,152
2020,March,1,18,84
2020,March,1,53,209
2020,March,1,2,280
2020,March,1,1,461
2020,March,1,3,1435
2020,March,1,15,922
2020,March,1,9,63
2020,March,1,10,42
2020,March,1,12,255
2020,March,1,11,94
2020,March,1,8,62
2020,March,1,7,63
2020,March,1,5,1598
2020,March,1,6,865
2020,March,1,14,385
2020,March,1,26,409
2020,March,1,24,460
2020,March,1,23,156
2020,March,1,25,502
2020,March,1,21,522
2020,March,1,20,351
2020,March,1,19,695
2020,March,1,22,1340
2020,March,1,28,848
2020,March,1,31,481
2020,March,1,30,206
2020,March,1,34,92
2020,March,1,39,30
2020,March,1,37,139
2020,March,1,40,133
2020,March,1,36,111
2020,March,1,29,309
2020,March,1,42,68
2020,March,1,43,36
2020,March,1,44,13
2020,March,1,35,1246
2020,March,1,45,789
2020,March,1,41,1093
2020,March,1,46,41
2020,March,1,47,565
2020,March,1,48,148
2020,March,1,49,100
2020,March,1,50,339
2020,March,1,51,103
2020,March,1,52,257
2020,March,1,54,74
2020,March,1,55,1106
2020,March,1,56,292
2020,March,1,57,91
