Year,Month,Mdate,Sensor_ID,Hourly_Counts
2020,March,10,44,5
2020,March,10,35,75
2020,March,10,45,32
2020,March,10,41,152
2020,March,10,46,6
2020,March,10,47,67
2020,March,10,48,27
2020,March,10,49,76
2020,March,10,50,4
2020,March,10,51,27
2020,March,10,52,14
2020,March,10,54,9
2020,March,10,55,112
2020,March,10,56,25
2020,March,10,57,2
2020,March,10,58,27
2020,March,10,59,0
2020,March,10,61,36
2020,March,10,62,46
2020,March,10,63,53
2020,March,10,64,8
2020,March,10,4,19
2020,March,10,17,5
2020,March,10,18,2
2020,March,10,53,6
2020,March,10,2,7
2020,March,10,1,11
2020,March,10,3,51
2020,March,10,15,29
2020,March,10,9,4
2020,March,10,10,2
2020,March,10,12,5
2020,March,10,11,4
2020,March,10,8,4
2020,March,10,7,10
2020,March,10,5,57
2020,March,10,6,39
2020,March,10,26,70
2020,March,10,24,25
2020,March,10,23,11
2020,March,10,25,48
2020,March,10,21,42
2020,March,10,20,20
2020,March,10,19,20
2020,March,10,22,63
2020,March,10,28,41
2020,March,10,31,2
2020,March,10,30,36
2020,March,10,34,6
2020,March,10,39,15
2020,March,10,37,2
2020,March,10,40,3
2020,March,10,36,4
2020,March,10,29,11
2020,March,10,42,7
2020,March,10,43,2
2020,March,10,44,2
2020,March,10,35,55
2020,March,10,45,20
2020,March,10,41,63
2020,March,10,46,2
2020,March,10,47,28
2020,March,10,48,7
2020,March,10,49,53
2020,March,10,50,1
2020,March,10,51,12
2020,March,10,52,21
2020,March,10,54,1
2020,March,10,55,69
2020,March,10,56,16
2020,March,10,57,2
2020,March,10,58,33
2020,March,10,59,0
2020,March,10,61,9
2020,March,10,62,11
2020,March,10,63,16
2020,March,10,64,3
2020,March,10,4,17
2020,March,10,17,10
2020,March,10,18,5
2020,March,10,53,14
2020,March,10,2,6
2020,March,10,1,30
2020,March,10,3,44
2020,March,10,15,10
2020,March,10,9,4
2020,March,10,10,4
2020,March,10,12,3
2020,March,10,11,2
2020,March,10,8,1
2020,March,10,7,23
2020,March,10,5,78
2020,March,10,6,31
2020,March,10,26,37
2020,March,10,24,17
2020,March,10,23,5
2020,March,10,25,37
2020,March,10,21,49
2020,March,10,20,11
2020,March,10,19,14
2020,March,10,22,61
2020,March,10,28,49
2020,March,10,31,3
2020,March,10,30,21
2020,March,10,34,2
2020,March,10,39,15
2020,March,10,37,0
2020,March,10,40,4
2020,March,10,36,11
2020,March,10,29,4
2020,March,10,42,6
2020,March,10,43,2
2020,March,10,44,1
2020,March,10,35,19
2020,March,10,45,18
2020,March,10,41,52
2020,March,10,46,0
2020,March,10,47,32
2020,March,10,48,3
2020,March,10,49,38
2020,March,10,50,0
2020,March,10,51,8
2020,March,10,52,14
2020,March,10,54,5
2020,March,10,55,63
2020,March,10,56,10
2020,March,10,57,1
2020,March,10,58,10
2020,March,10,59,0
2020,March,10,61,8
2020,March,10,62,17
2020,March,10,63,14
2020,March,10,64,5
2020,March,10,4,33
2020,March,10,17,4
2020,March,10,18,2
2020,March,10,53,4
2020,March,10,2,5
2020,March,10,1,20
2020,March,10,3,38
2020,March,10,15,10
2020,March,10,9,13
2020,March,10,10,3
2020,March,10,12,1
2020,March,10,11,1
2020,March,10,8,0
2020,March,10,7,44
2020,March,10,5,75
2020,March,10,6,40
2020,March,10,26,35
2020,March,10,24,18
2020,March,10,23,2
2020,March,10,25,29
2020,March,10,21,40
2020,March,10,20,8
2020,March,10,19,18
2020,March,10,22,83
2020,March,10,28,88
2020,March,10,31,8
2020,March,10,30,46
2020,March,10,34,13
2020,March,10,39,7
2020,March,10,37,8
2020,March,10,40,6
2020,March,10,36,9
2020,March,10,29,4
2020,March,10,42,2
2020,March,10,43,1
2020,March,10,44,0
2020,March,10,35,19
2020,March,10,45,14
2020,March,10,41,80
2020,March,10,46,1
2020,March,10,47,32
2020,March,10,48,6
2020,March,10,49,18
2020,March,10,50,8
2020,March,10,51,10
2020,March,10,52,11
2020,March,10,54,1
2020,March,10,55,39
2020,March,10,56,7
2020,March,10,57,7
2020,March,10,58,12
2020,March,10,59,0
2020,March,10,61,18
2020,March,10,62,10
2020,March,10,63,15
2020,March,10,64,1
2020,March,10,4,70
2020,March,10,17,82
2020,March,10,18,38
2020,March,10,53,40
2020,March,10,2,18
2020,March,10,1,30
2020,March,10,3,49
2020,March,10,15,26
2020,March,10,9,93
2020,March,10,10,18
2020,March,10,12,24
2020,March,10,11,7
2020,March,10,8,37
2020,March,10,7,46
2020,March,10,5,131
2020,March,10,6,195
2020,March,10,26,71
2020,March,10,24,206
2020,March,10,23,50
2020,March,10,25,132
2020,March,10,21,50
2020,March,10,20,4
2020,March,10,19,8
2020,March,10,22,129
2020,March,10,28,135
2020,March,10,31,15
2020,March,10,30,23
2020,March,10,34,14
2020,March,10,39,31
2020,March,10,37,15
2020,March,10,40,26
2020,March,10,36,17
2020,March,10,29,13
2020,March,10,42,12
2020,March,10,43,7
2020,March,10,44,2
2020,March,10,35,125
2020,March,10,45,32
2020,March,10,41,168
2020,March,10,46,2
2020,March,10,47,58
2020,March,10,48,27
2020,March,10,49,16
2020,March,10,50,6
2020,March,10,51,9
2020,March,10,52,12
2020,March,10,54,4
2020,March,10,55,69
2020,March,10,56,22
2020,March,10,57,92
2020,March,10,58,97
2020,March,10,59,0
2020,March,10,61,24
2020,March,10,62,13
2020,March,10,63,26
2020,March,10,64,11
2020,March,10,4,163
2020,March,10,17,211
2020,March,10,18,157
2020,March,10,53,211
2020,March,10,2,93
2020,March,10,1,113
2020,March,10,3,111
2020,March,10,15,79
2020,March,10,9,493
2020,March,10,10,78
2020,March,10,12,75
2020,March,10,11,27
2020,March,10,8,114
2020,March,10,7,128
2020,March,10,5,394
2020,March,10,6,693
2020,March,10,26,108
2020,March,10,24,639
2020,March,10,23,257
2020,March,10,25,410
2020,March,10,21,72
2020,March,10,20,21
2020,March,10,19,36
2020,March,10,22,744
2020,March,10,28,408
2020,March,10,31,19
2020,March,10,30,59
2020,March,10,34,38
2020,March,10,39,23
2020,March,10,37,11
2020,March,10,40,70
2020,March,10,36,69
2020,March,10,29,80
2020,March,10,42,33
2020,March,10,43,34
2020,March,10,44,19
2020,March,10,35,604
2020,March,10,45,148
2020,March,10,41,441
2020,March,10,46,20
2020,March,10,47,198
2020,March,10,48,55
2020,March,10,49,52
2020,March,10,50,19
2020,March,10,51,24
2020,March,10,52,40
2020,March,10,54,16
2020,March,10,55,184
2020,March,10,56,34
2020,March,10,58,391
2020,March,10,59,0
2020,March,10,61,69
2020,March,10,62,19
2020,March,10,63,105
2020,March,10,64,76
2020,March,10,4,527
2020,March,10,17,935
2020,March,10,18,772
2020,March,10,53,538
2020,March,10,2,251
2020,March,10,1,415
2020,March,10,3,383
2020,March,10,15,327
2020,March,10,9,2279
2020,March,10,10,430
2020,March,10,12,210
2020,March,10,11,58
2020,March,10,8,337
2020,March,10,7,447
2020,March,10,5,1068
2020,March,10,6,1992
2020,March,10,26,222
2020,March,10,24,1835
2020,March,10,23,735
2020,March,10,25,1042
2020,March,10,21,194
2020,March,10,20,119
2020,March,10,19,88
2020,March,10,22,1662
2020,March,10,28,1126
2020,March,10,31,99
2020,March,10,30,121
2020,March,10,34,153
2020,March,10,39,289
2020,March,10,37,16
2020,March,10,40,290
2020,March,10,36,276
2020,March,10,29,237
2020,March,10,42,130
2020,March,10,43,170
2020,March,10,44,48
2020,March,10,35,1671
2020,March,10,45,496
2020,March,10,41,1374
2020,March,10,46,73
2020,March,10,47,546
2020,March,10,48,156
2020,March,10,49,68
2020,March,10,50,119
2020,March,10,51,64
2020,March,10,52,186
2020,March,10,54,83
2020,March,10,55,618
2020,March,10,56,139
2020,March,10,57,2088
2020,March,10,58,1296
2020,March,10,59,74
2020,March,10,61,345
2020,March,10,62,64
2020,March,10,63,287
2020,March,10,64,289
2020,March,10,4,1125
2020,March,10,17,2209
2020,March,10,18,1629
2020,March,10,53,927
2020,March,10,2,572
2020,March,10,1,888
2020,March,10,3,816
2020,March,10,15,843
2020,March,10,9,4203
2020,March,10,10,707
2020,March,10,12,457
2020,March,10,11,119
2020,March,10,8,538
2020,March,10,7,302
2020,March,10,5,2224
2020,March,10,6,4142
2020,March,10,26,649
2020,March,10,24,3499
2020,March,10,23,1613
2020,March,10,25,1629
2020,March,10,21,399
2020,March,10,20,153
2020,March,10,19,172
2020,March,10,22,3150
2020,March,10,28,2295
2020,March,10,31,171
2020,March,10,30,255
2020,March,10,34,388
2020,March,10,39,703
2020,March,10,37,0
2020,March,10,40,770
2020,March,10,36,704
2020,March,10,29,321
2020,March,10,42,610
2020,March,10,43,793
2020,March,10,44,207
2020,March,10,35,3951
2020,March,10,45,1048
2020,March,10,41,2723
2020,March,10,46,315
2020,March,10,47,1045
2020,March,10,48,311
2020,March,10,49,122
2020,March,10,50,164
2020,March,10,51,169
2020,March,10,52,611
2020,March,10,54,398
2020,March,10,55,1203
2020,March,10,56,472
2020,March,10,57,4253
2020,March,10,58,2522
2020,March,10,59,664
2020,March,10,61,1408
2020,March,10,62,167
2020,March,10,63,629
2020,March,10,64,984
2020,March,10,4,1157
2020,March,10,17,1528
2020,March,10,18,1131
2020,March,10,53,987
2020,March,10,2,638
2020,March,10,1,961
2020,March,10,3,808
2020,March,10,15,768
2020,March,10,9,2830
2020,March,10,10,516
2020,March,10,12,261
2020,March,10,11,54
2020,March,10,8,298
2020,March,10,7,235
2020,March,10,5,1478
2020,March,10,6,2200
2020,March,10,26,693
2020,March,10,24,2484
2020,March,10,23,910
2020,March,10,25,881
2020,March,10,21,355
2020,March,10,20,201
2020,March,10,19,177
2020,March,10,22,2212
2020,March,10,28,1480
2020,March,10,31,112
2020,March,10,30,284
2020,March,10,34,319
2020,March,10,39,649
2020,March,10,37,0
2020,March,10,40,535
2020,March,10,36,596
2020,March,10,29,288
2020,March,10,42,690
2020,March,10,43,940
2020,March,10,44,272
2020,March,10,35,2158
2020,March,10,45,777
2020,March,10,41,2150
2020,March,10,46,393
2020,March,10,47,1002
2020,March,10,48,318
2020,March,10,49,164
2020,March,10,50,163
2020,March,10,51,179
2020,March,10,52,488
2020,March,10,54,371
2020,March,10,55,1083
2020,March,10,56,362
2020,March,10,57,2894
2020,March,10,58,1722
2020,March,10,59,462
2020,March,10,61,1038
2020,March,10,62,143
2020,March,10,63,560
2020,March,10,64,827
2020,March,10,4,1456
2020,March,10,17,924
2020,March,10,18,516
2020,March,10,53,1053
2020,March,10,2,914
2020,March,10,1,1214
2020,March,10,3,1103
2020,March,10,15,887
2020,March,10,9,824
2020,March,10,10,266
2020,March,10,12,166
2020,March,10,11,32
2020,March,10,8,151
2020,March,10,7,224
2020,March,10,5,1067
2020,March,10,6,1264
2020,March,10,26,770
2020,March,10,24,1649
2020,March,10,23,654
2020,March,10,25,725
2020,March,10,21,502
2020,March,10,20,205
2020,March,10,19,350
2020,March,10,22,1901
2020,March,10,28,935
2020,March,10,31,192
2020,March,10,30,353
2020,March,10,34,259
2020,March,10,39,424
2020,March,10,37,0
2020,March,10,40,503
2020,March,10,36,553
2020,March,10,29,244
2020,March,10,42,857
2020,March,10,43,918
2020,March,10,44,302
2020,March,10,35,1283
2020,March,10,45,866
2020,March,10,41,1925
2020,March,10,46,249
2020,March,10,47,1156
2020,March,10,48,432
2020,March,10,49,224
2020,March,10,50,244
2020,March,10,51,362
2020,March,10,52,431
2020,March,10,54,318
2020,March,10,55,965
2020,March,10,56,403
2020,March,10,57,986
2020,March,10,58,963
2020,March,10,59,687
2020,March,10,61,1351
2020,March,10,62,143
2020,March,10,63,594
2020,March,10,64,817
2020,March,10,4,1892
2020,March,10,17,886
2020,March,10,18,451
2020,March,10,53,1418
2020,March,10,2,1320
2020,March,10,1,1774
2020,March,10,3,1431
2020,March,10,15,1243
2020,March,10,9,711
2020,March,10,10,289
2020,March,10,12,190
2020,March,10,11,56
2020,March,10,8,262
2020,March,10,7,210
2020,March,10,5,1454
2020,March,10,6,1343
2020,March,10,26,1087
2020,March,10,24,1631
2020,March,10,23,600
2020,March,10,25,803
2020,March,10,21,565
2020,March,10,20,266
2020,March,10,19,436
2020,March,10,22,2292
2020,March,10,28,1020
2020,March,10,31,258
2020,March,10,30,479
2020,March,10,34,216
2020,March,10,39,378
2020,March,10,37,0
2020,March,10,40,477
2020,March,10,36,516
2020,March,10,29,350
2020,March,10,42,905
2020,March,10,43,848
2020,March,10,44,242
2020,March,10,35,1571
2020,March,10,45,1078
2020,March,10,41,2398
2020,March,10,46,232
2020,March,10,47,1370
2020,March,10,48,467
2020,March,10,49,317
2020,March,10,50,289
2020,March,10,51,218
2020,March,10,52,522
2020,March,10,54,354
2020,March,10,55,1116
2020,March,10,56,478
2020,March,10,57,895
2020,March,10,58,1112
2020,March,10,59,681
2020,March,10,61,1250
2020,March,10,62,185
2020,March,10,63,835
2020,March,10,64,846
2020,March,10,4,2712
2020,March,10,17,1916
2020,March,10,18,657
2020,March,10,53,2306
2020,March,10,2,2519
2020,March,10,1,2952
2020,March,10,3,2256
2020,March,10,15,1818
2020,March,10,9,1275
2020,March,10,10,543
2020,March,10,12,470
2020,March,10,11,137
2020,March,10,8,756
2020,March,10,7,349
2020,March,10,5,1835
2020,March,10,6,2078
2020,March,10,26,1531
2020,March,10,24,2146
2020,March,10,23,1192
2020,March,10,25,1445
2020,March,10,21,1264
2020,March,10,20,488
2020,March,10,19,958
2020,March,10,22,3398
2020,March,10,28,1458
2020,March,10,31,352
2020,March,10,30,813
2020,March,10,34,402
2020,March,10,39,1054
2020,March,10,37,0
2020,March,10,40,794
2020,March,10,36,1065
2020,March,10,29,484
2020,March,10,42,1288
2020,March,10,43,1110
2020,March,10,44,247
2020,March,10,35,3082
2020,March,10,45,1897
2020,March,10,41,2884
2020,March,10,46,388
2020,March,10,47,2034
2020,March,10,48,641
2020,March,10,49,434
2020,March,10,50,406
2020,March,10,51,310
2020,March,10,52,1007
2020,March,10,54,461
2020,March,10,55,1661
2020,March,10,56,822
2020,March,10,57,2192
2020,March,10,58,1589
2020,March,10,59,686
2020,March,10,61,1888
2020,March,10,62,278
2020,March,10,63,1912
2020,March,10,64,962
2020,March,10,4,3119
2020,March,10,17,2021
2020,March,10,18,749
2020,March,10,53,2325
2020,March,10,2,2899
2020,March,10,1,3237
2020,March,10,3,2153
2020,March,10,15,1911
2020,March,10,9,1170
2020,March,10,10,463
2020,March,10,12,403
2020,March,10,11,133
2020,March,10,8,602
2020,March,10,7,352
2020,March,10,5,2143
2020,March,10,6,2190
2020,March,10,26,1604
2020,March,10,24,2087
2020,March,10,23,1135
2020,March,10,25,1540
2020,March,10,21,1189
2020,March,10,20,501
2020,March,10,19,859
2020,March,10,22,3517
2020,March,10,28,1476
2020,March,10,31,352
2020,March,10,30,844
2020,March,10,34,434
2020,March,10,39,1003
2020,March,10,37,0
2020,March,10,40,909
2020,March,10,36,1012
2020,March,10,29,529
2020,March,10,42,1074
2020,March,10,43,1164
2020,March,10,44,290
2020,March,10,35,2977
2020,March,10,45,2158
2020,March,10,41,3155
2020,March,10,46,453
2020,March,10,47,2238
2020,March,10,48,673
2020,March,10,49,434
2020,March,10,50,408
2020,March,10,51,274
2020,March,10,52,1143
2020,March,10,54,491
2020,March,10,55,1718
2020,March,10,56,830
2020,March,10,57,1832
2020,March,10,58,1583
2020,March,10,59,404
2020,March,10,61,1793
2020,March,10,62,290
2020,March,10,63,1933
2020,March,10,64,1058
2020,March,10,4,2569
2020,March,10,17,1047
2020,March,10,18,508
2020,March,10,53,1719
2020,March,10,2,1906
2020,March,10,1,2545
2020,March,10,3,2072
2020,March,10,15,1734
2020,March,10,9,794
2020,March,10,10,249
2020,March,10,12,232
2020,March,10,11,70
2020,March,10,8,296
2020,March,10,7,217
2020,March,10,5,1698
2020,March,10,6,1826
2020,March,10,26,1209
2020,March,10,24,1832
2020,March,10,23,663
2020,March,10,25,1377
2020,March,10,21,816
2020,March,10,20,411
2020,March,10,19,747
2020,March,10,22,3211
2020,March,10,28,1333
2020,March,10,31,247
2020,March,10,30,565
2020,March,10,34,284
2020,March,10,39,512
2020,March,10,37,0
2020,March,10,40,483
2020,March,10,36,713
2020,March,10,29,430
2020,March,10,42,1022
2020,March,10,43,1062
2020,March,10,44,284
2020,March,10,35,2210
2020,March,10,45,1531
2020,March,10,41,2958
2020,March,10,46,326
2020,March,10,47,1797
2020,March,10,48,579
2020,March,10,49,264
2020,March,10,50,412
2020,March,10,51,224
2020,March,10,52,953
2020,March,10,54,461
2020,March,10,55,1447
2020,March,10,56,606
2020,March,10,57,982
2020,March,10,58,1164
2020,March,10,59,361
2020,March,10,61,1849
2020,March,10,62,268
2020,March,10,63,1157
2020,March,10,64,841
2020,March,10,4,2571
2020,March,10,17,760
2020,March,10,18,547
2020,March,10,53,1531
2020,March,10,2,1859
2020,March,10,1,2620
2020,March,10,3,2010
2020,March,10,15,1852
2020,March,10,9,1285
2020,March,10,10,369
2020,March,10,12,242
2020,March,10,11,66
2020,March,10,8,238
2020,March,10,7,225
2020,March,10,5,1897
2020,March,10,6,2106
2020,March,10,26,811
2020,March,10,24,2334
2020,March,10,23,626
2020,March,10,25,1458
2020,March,10,21,770
2020,March,10,20,341
2020,March,10,19,751
2020,March,10,22,3331
2020,March,10,28,1561
2020,March,10,31,275
2020,March,10,30,533
2020,March,10,34,245
2020,March,10,39,396
2020,March,10,37,152
2020,March,10,40,451
2020,March,10,36,617
2020,March,10,29,424
2020,March,10,42,1003
2020,March,10,43,860
2020,March,10,44,277
2020,March,10,35,2235
2020,March,10,45,1629
2020,March,10,41,3057
2020,March,10,46,234
2020,March,10,47,1783
2020,March,10,48,481
2020,March,10,49,177
2020,March,10,50,328
2020,March,10,51,182
2020,March,10,52,680
2020,March,10,54,374
2020,March,10,55,1473
2020,March,10,56,592
2020,March,10,57,1494
2020,March,10,58,1294
2020,March,10,59,522
2020,March,10,61,1600
2020,March,10,62,259
2020,March,10,63,1050
2020,March,10,64,771
2020,March,10,4,2803
2020,March,10,17,856
2020,March,10,18,1055
2020,March,10,53,1395
2020,March,10,2,1887
2020,March,10,1,2713
2020,March,10,3,2207
2020,March,10,15,2073
2020,March,10,9,2822
2020,March,10,10,562
2020,March,10,12,281
2020,March,10,11,74
2020,March,10,8,362
2020,March,10,7,381
2020,March,10,5,2535
2020,March,10,6,3242
2020,March,10,26,725
2020,March,10,24,3568
2020,March,10,23,934
2020,March,10,25,1816
2020,March,10,21,825
2020,March,10,20,321
2020,March,10,19,752
2020,March,10,22,4084
2020,March,10,28,2029
2020,March,10,31,302
2020,March,10,30,576
2020,March,10,34,311
2020,March,10,39,400
2020,March,10,37,163
2020,March,10,40,463
2020,March,10,36,644
2020,March,10,29,534
2020,March,10,42,1048
2020,March,10,43,1140
2020,March,10,44,379
2020,March,10,35,3015
2020,March,10,45,1712
2020,March,10,41,3576
2020,March,10,46,327
2020,March,10,47,1880
2020,March,10,48,299
2020,March,10,49,103
2020,March,10,50,362
2020,March,10,51,248
2020,March,10,52,672
2020,March,10,54,479
2020,March,10,55,1887
2020,March,10,56,657
2020,March,10,57,2667
2020,March,10,58,1922
2020,March,10,59,767
2020,March,10,61,1852
2020,March,10,62,227
2020,March,10,63,1141
2020,March,10,64,895
2020,March,10,4,2875
2020,March,10,17,1409
2020,March,10,18,1789
2020,March,10,53,1414
2020,March,10,2,1847
2020,March,10,1,2941
2020,March,10,3,2409
2020,March,10,15,2458
2020,March,10,9,4109
2020,March,10,10,597
2020,March,10,12,430
2020,March,10,11,118
2020,March,10,8,630
2020,March,10,7,763
2020,March,10,5,3334
2020,March,10,6,4954
2020,March,10,26,793
2020,March,10,24,4183
2020,March,10,23,1287
2020,March,10,25,2605
2020,March,10,21,1029
2020,March,10,20,357
2020,March,10,19,734
2020,March,10,22,4524
2020,March,10,28,2654
2020,March,10,31,365
2020,March,10,30,714
2020,March,10,34,453
2020,March,10,39,580
2020,March,10,37,239
2020,March,10,40,479
2020,March,10,36,749
2020,March,10,29,658
2020,March,10,42,989
2020,March,10,43,973
2020,March,10,44,456
2020,March,10,35,4730
2020,March,10,45,2004
2020,March,10,41,4249
2020,March,10,46,334
2020,March,10,47,2294
2020,March,10,48,336
2020,March,10,49,110
2020,March,10,50,422
2020,March,10,51,209
2020,March,10,52,823
2020,March,10,54,597
2020,March,10,55,2397
2020,March,10,56,726
2020,March,10,57,3606
2020,March,10,58,2669
2020,March,10,59,653
2020,March,10,61,1740
2020,March,10,62,274
2020,March,10,63,1248
2020,March,10,64,1157
2020,March,10,4,2187
2020,March,10,17,788
2020,March,10,18,820
2020,March,10,53,893
2020,March,10,2,1179
2020,March,10,1,2319
2020,March,10,3,2244
2020,March,10,15,1928
2020,March,10,9,1668
2020,March,10,10,306
2020,March,10,12,418
2020,March,10,11,93
2020,March,10,8,441
2020,March,10,7,560
2020,March,10,5,2204
2020,March,10,6,2710
2020,March,10,26,608
2020,March,10,24,2426
2020,March,10,23,568
2020,March,10,25,1767
2020,March,10,21,1023
2020,March,10,20,365
2020,March,10,19,854
2020,March,10,22,3490
2020,March,10,28,1715
2020,March,10,31,371
2020,March,10,30,673
2020,March,10,34,258
2020,March,10,39,313
2020,March,10,37,207
2020,March,10,40,347
2020,March,10,36,480
2020,March,10,29,600
2020,March,10,42,703
2020,March,10,43,639
2020,March,10,44,329
2020,March,10,35,3143
2020,March,10,45,1571
2020,March,10,41,2889
2020,March,10,46,254
2020,March,10,47,1844
2020,March,10,48,298
2020,March,10,49,120
2020,March,10,50,473
2020,March,10,51,226
2020,March,10,52,601
2020,March,10,54,468
2020,March,10,55,1838
2020,March,10,56,630
2020,March,10,57,1366
2020,March,10,58,1471
2020,March,10,59,468
2020,March,10,61,1429
2020,March,10,62,262
2020,March,10,63,788
2020,March,10,64,623
2020,March,10,4,1479
2020,March,10,17,310
2020,March,10,18,269
2020,March,10,53,476
2020,March,10,2,627
2020,March,10,1,1353
2020,March,10,3,1823
2020,March,10,15,1471
2020,March,10,9,491
2020,March,10,10,156
2020,March,10,12,452
2020,March,10,11,131
2020,March,10,8,197
2020,March,10,7,226
2020,March,10,5,1340
2020,March,10,6,1668
2020,March,10,26,476
2020,March,10,24,1275
2020,March,10,23,275
2020,March,10,25,948
2020,March,10,21,752
2020,March,10,20,451
2020,March,10,19,813
2020,March,10,22,2683
2020,March,10,28,980
2020,March,10,31,405
2020,March,10,30,611
2020,March,10,34,129
2020,March,10,39,181
2020,March,10,37,185
2020,March,10,40,151
2020,March,10,36,275
2020,March,10,29,340
2020,March,10,42,361
2020,March,10,43,297
2020,March,10,44,184
2020,March,10,35,2111
2020,March,10,45,1085
2020,March,10,41,1876
2020,March,10,46,95
2020,March,10,47,1286
2020,March,10,48,220
2020,March,10,49,131
2020,March,10,50,390
2020,March,10,51,172
2020,March,10,52,490
2020,March,10,54,254
2020,March,10,55,1520
2020,March,10,56,383
2020,March,10,57,432
2020,March,10,58,661
2020,March,10,59,146
2020,March,10,61,929
2020,March,10,62,161
2020,March,10,63,493
2020,March,10,64,351
2020,March,10,4,1018
2020,March,10,17,241
2020,March,10,18,156
2020,March,10,53,330
2020,March,10,2,394
2020,March,10,1,809
2020,March,10,3,1698
2020,March,10,15,1207
2020,March,10,9,241
2020,March,10,10,119
2020,March,10,12,315
2020,March,10,11,88
2020,March,10,8,164
2020,March,10,7,121
2020,March,10,5,1197
2020,March,10,6,1315
2020,March,10,26,533
2020,March,10,24,853
2020,March,10,23,197
2020,March,10,25,723
2020,March,10,21,630
2020,March,10,20,315
2020,March,10,19,691
2020,March,10,22,2106
2020,March,10,28,612
2020,March,10,31,409
2020,March,10,30,537
2020,March,10,34,104
2020,March,10,39,94
2020,March,10,37,200
2020,March,10,40,159
2020,March,10,36,216
2020,March,10,29,213
2020,March,10,42,225
2020,March,10,43,149
2020,March,10,44,84
2020,March,10,35,1636
2020,March,10,45,802
2020,March,10,41,1464
2020,March,10,46,82
2020,March,10,47,770
2020,March,10,48,225
2020,March,10,49,94
2020,March,10,50,408
2020,March,10,51,129
2020,March,10,52,433
2020,March,10,54,197
2020,March,10,55,1304
2020,March,10,56,320
2020,March,10,57,221
2020,March,10,58,500
2020,March,10,59,0
2020,March,10,61,783
2020,March,10,62,162
2020,March,10,63,458
2020,March,10,64,216
2020,March,10,4,801
2020,March,10,17,154
2020,March,10,18,68
2020,March,10,53,273
2020,March,10,2,255
2020,March,10,1,466
2020,March,10,3,1213
2020,March,10,15,804
2020,March,10,9,137
2020,March,10,10,63
2020,March,10,12,265
2020,March,10,11,83
2020,March,10,8,101
2020,March,10,7,83
2020,March,10,5,819
2020,March,10,6,1108
2020,March,10,26,363
2020,March,10,24,670
2020,March,10,23,202
2020,March,10,25,530
2020,March,10,21,585
2020,March,10,20,302
2020,March,10,19,491
2020,March,10,22,1671
2020,March,10,28,366
2020,March,10,31,341
2020,March,10,30,492
2020,March,10,34,71
2020,March,10,39,70
2020,March,10,37,150
2020,March,10,40,105
2020,March,10,36,161
2020,March,10,29,118
2020,March,10,42,217
2020,March,10,43,248
2020,March,10,44,103
2020,March,10,35,1283
2020,March,10,45,569
2020,March,10,41,1130
2020,March,10,46,67
2020,March,10,47,596
2020,March,10,48,128
2020,March,10,49,104
2020,March,10,50,295
2020,March,10,51,98
2020,March,10,52,284
2020,March,10,54,157
2020,March,10,55,1055
2020,March,10,56,259
2020,March,10,57,170
2020,March,10,58,309
2020,March,10,59,0
2020,March,10,61,557
2020,March,10,62,120
2020,March,10,63,328
2020,March,10,64,128
2020,March,10,4,416
2020,March,10,17,116
2020,March,10,18,57
2020,March,10,53,174
2020,March,10,2,128
2020,March,10,1,268
2020,March,10,3,744
2020,March,10,15,450
2020,March,10,9,87
2020,March,10,10,37
2020,March,10,12,161
2020,March,10,11,55
2020,March,10,8,67
2020,March,10,7,47
2020,March,10,5,691
2020,March,10,6,697
2020,March,10,26,282
2020,March,10,24,472
2020,March,10,23,121
2020,March,10,25,362
2020,March,10,21,405
2020,March,10,20,207
2020,March,10,19,312
2020,March,10,22,1166
2020,March,10,28,468
2020,March,10,31,190
2020,March,10,30,332
2020,March,10,34,57
2020,March,10,39,52
2020,March,10,37,102
2020,March,10,40,68
2020,March,10,36,75
2020,March,10,29,144
2020,March,10,42,117
2020,March,10,43,113
2020,March,10,44,73
2020,March,10,35,843
2020,March,10,45,410
2020,March,10,41,577
2020,March,10,46,40
2020,March,10,47,362
2020,March,10,48,100
2020,March,10,49,70
2020,March,10,50,161
2020,March,10,51,81
2020,March,10,52,162
2020,March,10,54,78
2020,March,10,55,735
2020,March,10,56,147
2020,March,10,57,91
2020,March,10,58,253
2020,March,10,59,0
2020,March,10,61,226
2020,March,10,62,67
2020,March,10,63,163
2020,March,10,64,59
2020,March,10,4,178
2020,March,10,17,47
2020,March,10,18,28
2020,March,10,53,83
2020,March,10,2,70
2020,March,10,1,152
2020,March,10,3,447
2020,March,10,15,173
2020,March,10,9,57
2020,March,10,10,15
2020,March,10,12,62
2020,March,10,11,18
2020,March,10,8,36
2020,March,10,7,28
2020,March,10,5,310
2020,March,10,6,411
2020,March,10,26,162
2020,March,10,24,264
2020,March,10,23,57
2020,March,10,25,230
2020,March,10,21,222
2020,March,10,20,93
2020,March,10,19,140
2020,March,10,22,758
2020,March,10,28,127
2020,March,10,31,110
2020,March,10,30,181
2020,March,10,34,32
2020,March,10,39,32
2020,March,10,37,43
2020,March,10,40,33
2020,March,10,36,48
2020,March,10,29,59
2020,March,10,42,32
2020,March,10,43,17
2020,March,10,44,13
2020,March,10,35,415
2020,March,10,45,191
2020,March,10,41,292
2020,March,10,46,31
2020,March,10,47,178
2020,March,10,48,59
2020,March,10,49,87
2020,March,10,50,35
2020,March,10,51,45
2020,March,10,52,83
2020,March,10,54,33
