Month,Mdate,Sensor_ID,Hourly_Counts
April,29,1,3766
April,29,2,3106
April,29,3,3286
April,29,4,4334
April,29,5,2352
April,29,6,4134
April,29,7,944
April,29,8,831
April,29,9,2111
April,29,10,635
April,29,11,235
April,29,12,962
April,29,17,1880
April,29,18,1112
April,29,19,1513
April,29,20,726
April,29,21,2125
April,29,22,9626
April,29,23,1589
April,29,24,7029
April,29,25,2653
April,29,26,2683
April,29,27,733
April,29,28,1842
April,29,29,572
April,29,30,1711
April,29,31,1110
April,29,34,482
April,29,35,3375
April,29,36,1078
April,29,37,297
April,29,39,710
April,29,40,1296
April,29,41,5526
April,29,42,439
April,29,43,246
April,29,44,171
April,29,45,2436
April,29,46,377
April,29,47,3636
April,29,48,1063
April,29,49,1604
April,29,50,1047
April,29,51,1045
April,29,52,1117
April,29,53,2829
April,29,54,441
April,29,55,6373
April,29,56,1751
April,29,58,2760
April,29,59,259
April,29,61,1288
April,29,62,1136
April,29,63,2002
April,29,64,771
April,29,65,1327
April,29,66,2699
April,30,1,4821
April,30,2,3838
April,30,3,4554
April,30,4,5260
April,30,5,3466
April,30,6,5092
April,30,7,1684
April,30,8,1956
April,30,9,2372
April,30,10,831
April,30,11,506
April,30,12,1978
April,30,17,2114
April,30,18,1348
April,30,19,1817
April,30,20,899
April,30,21,3073
April,30,22,11353
April,30,23,1904
April,30,24,6526
April,30,26,4751
April,30,27,1253
April,30,28,2811
April,30,29,1018
April,30,30,1943
April,30,31,1665
April,30,34,787
April,30,35,5543
April,30,36,1329
April,30,37,815
April,30,39,877
April,30,40,1158
April,30,41,6648
April,30,42,624
April,30,43,385
April,30,44,304
April,30,45,3222
April,30,46,472
April,30,47,5060
April,30,48,1735
April,30,49,2041
April,30,50,1330
April,30,51,1347
April,30,52,1435
April,30,53,3281
April,30,54,521
April,30,55,7251
April,30,56,1815
April,30,58,3501
April,30,59,532
April,30,61,1911
April,30,62,1285
April,30,63,2567
April,30,64,1012
April,30,65,1932
April,30,66,4227
March,1,1,26263
March,1,2,15849
March,1,3,26840
March,1,4,26574
March,1,5,35382
March,1,6,22567
March,1,7,2420
March,1,8,3279
March,1,9,2182
March,1,10,1290
March,1,11,1507
March,1,12,5695
March,1,14,8074
March,1,15,19826
March,1,17,4204
March,1,18,1938
March,1,19,13593
March,1,20,8100
March,1,21,13951
March,1,22,32546
March,1,23,3456
March,1,24,13513
March,1,25,22173
March,1,26,14477
March,1,28,27488
March,1,29,8049
March,1,30,5522
March,1,31,6503
March,1,34,2069
March,1,35,30247
March,1,36,3980
March,1,37,2888
March,1,39,1412
March,1,40,3525
March,1,41,33391
March,1,42,3181
March,1,43,1627
March,1,44,1029
March,1,45,18366
March,1,46,1032
March,1,47,20142
March,1,48,6764
March,1,49,4018
March,1,50,6689
March,1,51,3711
March,1,52,8418
March,1,53,11526
March,1,54,1691
March,1,55,20727
March,1,56,7585
March,1,57,3493
March,1,58,9560
March,1,59,1957
March,1,61,7923
March,1,62,2985
March,1,63,9878
March,1,64,1700
March,2,1,26315
March,2,2,19560
March,2,3,27900
March,2,4,29895
March,2,5,27374
March,2,6,37387
March,2,7,4828
March,2,8,5107
March,2,9,24518
March,2,10,5799
March,2,11,1136
March,2,12,4278
March,2,14,12180
March,2,15,23171
March,2,17,16877
March,2,18,11252
March,2,19,9866
March,2,20,6154
March,2,21,12106
March,2,22,44941
March,2,23,11089
March,2,24,33539
March,2,25,20716
March,2,26,10317
March,2,28,22220
March,2,29,5280
March,2,30,9389
March,2,31,4223
March,2,34,3911
March,2,35,37148
March,2,36,8537
March,2,37,3013
March,2,39,8431
March,2,40,7060
March,2,41,38686
March,2,42,15448
March,2,43,12676
March,2,44,3389
March,2,45,19005
March,2,46,3555
March,2,47,22702
March,2,48,4161
March,2,49,2046
March,2,50,5806
March,2,51,3040
March,2,52,9164
March,2,53,17967
March,2,54,5976
March,2,55,22585
March,2,56,8574
March,2,57,27824
March,2,58,21676
March,2,59,7144
March,2,61,20984
March,2,62,3528
March,2,63,14082
March,2,64,10998
March,3,1,26329
March,3,2,20174
March,3,3,28003
March,3,4,33170
March,3,5,28554
March,3,6,38554
March,3,7,5586
March,3,8,5394
March,3,9,25886
March,3,10,5004
March,3,11,1278
March,3,12,4758
March,3,14,13027
March,3,15,23687
March,3,17,16682
March,3,18,11573
March,3,19,9829
March,3,20,6833
March,3,21,12713
March,3,22,45214
March,3,23,11649
March,3,24,35166
March,3,25,21799
March,3,26,13623
March,3,28,21989
March,3,29,5672
March,3,30,9928
March,3,31,4535
March,3,34,4031
March,3,35,41180
March,3,36,9017
March,3,37,2896
March,3,39,8865
March,3,40,7694
March,3,41,41049
March,3,42,12469
March,3,43,9796
March,3,44,3007
March,3,45,20536
March,3,46,4073
March,3,47,22968
March,3,48,6349
March,3,49,3258
March,3,50,5843
March,3,51,3537
March,3,52,9656
March,3,53,19375
March,3,54,5865
March,3,55,24051
March,3,56,8452
March,3,57,29025
March,3,58,22536
March,3,59,8248
March,3,61,21122
March,3,62,3375
March,3,63,14603
March,3,64,11289
March,4,1,26772
March,4,2,19902
March,4,3,27949
March,4,4,31667
March,4,5,29573
March,4,6,36109
March,4,7,4025
March,4,8,4971
March,4,9,26303
March,4,10,5050
March,4,11,1204
March,4,12,4720
March,4,14,11955
March,4,15,23231
March,4,17,16633
March,4,18,11640
March,4,19,9430
March,4,20,7983
March,4,21,12149
March,4,22,43807
March,4,23,11637
March,4,24,35098
March,4,25,19065
March,4,26,13169
March,4,28,22350
March,4,29,5408
March,4,30,10172
March,4,31,4680
March,4,34,4047
March,4,35,37947
March,4,36,9421
March,4,37,2901
March,4,39,9136
March,4,40,8853
March,4,41,42868
March,4,42,12198
March,4,43,9012
March,4,44,4027
March,4,45,20481
March,4,46,4149
March,4,47,22751
March,4,48,9354
March,4,49,2844
March,4,50,5739
March,4,51,3672
March,4,52,9384
March,4,53,18477
March,4,54,5815
March,4,55,23790
March,4,56,8717
March,4,57,28392
March,4,58,22651
March,4,59,7559
March,4,61,20237
March,4,62,3245
March,4,63,14735
March,4,64,10539
March,5,1,25622
March,5,2,19784
March,5,3,24936
March,5,4,32567
March,5,5,25539
March,5,6,32952
March,5,7,2553
March,5,8,4338
March,5,9,22496
March,5,10,4891
March,5,11,425
March,5,12,2090
March,5,14,9879
March,5,15,21696
March,5,17,14393
March,5,18,11375
March,5,19,9581
March,5,20,6788
March,5,21,11416
March,5,22,41186
March,5,23,11700
March,5,24,35117
March,5,25,13744
March,5,26,10570
March,5,27,3495
March,5,28,21344
March,5,29,2867
March,5,30,8920
March,5,31,4051
March,5,34,2390
March,5,35,28192
March,5,36,8448
March,5,37,2708
March,5,39,7305
March,5,40,8737
March,5,41,41689
March,5,42,9389
March,5,43,9409
March,5,44,2825
March,5,45,18307
March,5,46,4190
March,5,47,19525
March,5,48,5880
March,5,49,2337
March,5,50,5685
March,5,51,2856
March,5,52,8591
March,5,53,17586
March,5,54,6657
March,5,55,22182
March,5,56,7006
March,5,57,17593
March,5,58,17015
March,5,59,4337
March,5,61,17997
March,5,62,3409
March,5,63,13281
March,5,64,8926
March,6,1,31087
March,6,2,23734
March,6,3,33456
March,6,4,37439
March,6,5,35490
March,6,6,39771
March,6,7,18413
March,6,8,5484
March,6,9,23712
March,6,10,4940
March,6,11,908
March,6,12,4341
March,6,14,13164
March,6,15,25028
March,6,17,15960
March,6,18,10377
March,6,19,12907
March,6,20,10026
March,6,21,15957
March,6,22,47149
March,6,23,11409
March,6,24,34794
March,6,25,23888
March,6,26,14584
March,6,27,3093
March,6,28,23179
March,6,29,15167
March,6,30,13499
March,6,31,5931
March,6,34,3941
March,6,35,46468
March,6,36,10309
March,6,37,3846
March,6,39,8534
March,6,40,7924
March,6,41,49054
March,6,42,11149
March,6,43,9874
March,6,44,2999
March,6,45,23686
March,6,46,3255
March,6,47,26591
March,6,48,6008
March,6,49,3038
March,6,50,7249
March,6,51,3437
March,6,52,13145
March,6,53,19738
March,6,54,6104
March,6,55,26465
March,6,56,6285
March,6,57,23511
March,6,58,22804
March,6,59,7555
March,6,61,18471
March,6,62,3892
March,6,63,17942
March,6,64,9174
March,7,1,29275
March,7,2,22348
March,7,3,30580
March,7,4,33602
March,7,5,38214
March,7,6,27942
March,7,7,45624
March,7,8,3596
March,7,9,2521
March,7,10,1461
March,7,11,1352
March,7,12,5908
March,7,14,9880
March,7,15,20986
March,7,17,5033
March,7,18,2657
March,7,19,14428
March,7,20,10452
March,7,21,15803
March,7,22,40428
March,7,23,4394
March,7,24,18576
March,7,25,27628
March,7,26,15535
March,7,28,20990
March,7,29,33888
March,7,30,14200
March,7,31,7257
March,7,34,2814
March,7,35,51550
March,7,36,5522
March,7,37,3977
March,7,39,2197
March,7,40,4318
March,7,41,42548
March,7,42,2586
March,7,43,1749
March,7,44,980
March,7,45,22751
March,7,46,1144
March,7,47,23736
March,7,48,8064
March,7,49,4177
March,7,50,7948
March,7,51,3458
March,7,52,9412
March,7,53,14150
March,7,54,1894
March,7,55,23103
March,7,56,7162
March,7,57,11799
March,7,58,12631
March,7,59,2575
March,7,61,8091
March,7,62,3797
March,7,63,14208
March,7,64,1783
March,8,1,28123
March,8,2,19178
March,8,3,27444
March,8,4,33258
March,8,5,39179
March,8,6,28924
March,8,7,67719
March,8,8,3355
March,8,9,2124
March,8,10,1115
March,8,11,1713
March,8,12,6278
March,8,14,10745
March,8,15,18528
March,8,17,4731
March,8,18,2352
March,8,19,12690
March,8,20,8360
March,8,21,14451
March,8,22,40805
March,8,23,4035
March,8,24,15025
March,8,25,27970
March,8,26,15775
March,8,28,22273
March,8,29,48260
March,8,30,12740
March,8,31,8982
March,8,34,4281
March,8,35,60832
March,8,36,4405
March,8,37,4177
March,8,39,1853
March,8,40,3713
March,8,41,43706
March,8,42,2908
March,8,43,2022
March,8,44,847
March,8,45,22685
March,8,46,987
March,8,47,21197
March,8,48,8413
March,8,49,4805
March,8,50,6933
March,8,51,3309
March,8,52,8328
March,8,53,12774
March,8,54,1693
March,8,55,22248
March,8,56,6595
March,8,57,3229
March,8,58,10760
March,8,59,2187
March,8,61,7524
March,8,62,3183
March,8,63,12287
March,8,64,1609
March,9,1,24693
March,9,2,16400
March,9,3,25149
March,9,4,27164
March,9,5,35795
March,9,6,22985
March,9,7,51209
March,9,8,3114
March,9,9,2559
March,9,10,1408
March,9,11,1547
March,9,12,4868
March,9,15,17949
March,9,17,3465
March,9,18,1894
March,9,19,10865
March,9,20,5791
March,9,21,11489
March,9,22,37220
March,9,23,3431
March,9,24,14483
March,9,25,21801
March,9,26,9165
March,9,28,19811
March,9,29,48552
March,9,30,9214
March,9,31,5784
March,9,34,2480
March,9,35,44769
March,9,36,2716
March,9,37,3027
March,9,39,1512
March,9,40,2209
March,9,41,36904
March,9,42,11951
March,9,43,9923
March,9,44,2580
March,9,45,17918
March,9,46,3039
March,9,47,16908
March,9,48,3489
March,9,49,2212
March,9,50,6586
March,9,51,2486
March,9,52,5919
March,9,53,9949
March,9,54,5078
March,9,55,18372
March,9,56,5312
March,9,57,4083
March,9,58,8921
March,9,59,2589
March,9,61,7882
March,9,62,2770
March,9,63,8899
March,9,64,8039
March,10,1,27938
March,10,2,19479
March,10,3,26425
March,10,4,29327
March,10,5,28293
March,10,6,36470
March,10,7,5121
March,10,8,5644
March,10,9,25617
March,10,10,5803
March,10,11,1433
March,10,12,5151
March,10,15,22238
March,10,17,16497
March,10,18,11417
March,10,19,9573
March,10,20,5204
March,10,21,12026
March,10,22,46570
March,10,23,12132
March,10,24,34276
March,10,25,20676
March,10,26,13047
March,10,28,22437
March,10,29,6154
March,10,30,8781
March,10,31,4674
March,10,34,4205
March,10,35,39420
March,10,36,8828
March,10,37,1515
March,10,39,7260
March,10,40,7147
March,10,41,39815
March,10,42,11381
March,10,43,11506
March,10,44,3822
March,10,45,20177
March,10,46,3932
March,10,47,22707
March,10,48,5873
March,10,49,3376
March,10,50,5127
March,10,51,3303
March,10,52,9711
March,10,53,18182
March,10,54,5626
March,10,55,23153
March,10,56,8064
March,10,57,26839
March,10,58,21817
March,10,59,6575
March,10,61,20360
March,10,62,3254
March,10,63,13994
March,10,64,10972
March,11,1,27169
March,11,2,19511
March,11,3,26669
March,11,4,30073
March,11,5,29484
March,11,6,36205
March,11,7,5317
March,11,8,5432
March,11,9,25089
March,11,10,5777
March,11,11,1471
March,11,12,5397
March,11,14,12128
March,11,15,22469
March,11,17,16619
March,11,18,11368
March,11,19,9657
March,11,20,5608
March,11,21,11533
March,11,22,45237
March,11,23,11851
March,11,24,34306
March,11,25,21217
March,11,26,13581
March,11,28,22691
March,11,29,6419
March,11,30,9515
March,11,31,5192
March,11,34,4174
March,11,35,40207
March,11,36,9693
March,11,37,3218
March,11,39,7908
March,11,40,8452
March,11,41,41619
March,11,42,11948
March,11,43,11699
March,11,44,3600
March,11,45,20882
March,11,46,3958
March,11,47,22364
March,11,48,9426
March,11,49,3576
March,11,50,5567
March,11,51,4093
March,11,52,11139
March,11,53,18742
March,11,54,5941
March,11,55,23504
March,11,56,6076
March,11,57,26299
March,11,58,22249
March,11,59,7326
March,11,61,20593
March,11,62,3517
March,11,63,14786
March,11,64,10412
March,12,1,28942
March,12,2,20422
March,12,3,27397
March,12,4,31892
March,12,5,31124
March,12,6,36985
March,12,7,4829
March,12,8,5272
March,12,9,25155
March,12,10,5423
March,12,11,1307
March,12,12,5212
March,12,14,12193
March,12,15,22589
March,12,17,16345
March,12,18,11199
March,12,19,10442
March,12,20,6741
March,12,21,12564
March,12,22,46804
March,12,23,12028
March,12,24,35082
March,12,25,21183
March,12,26,13700
March,12,28,24449
March,12,29,5510
March,12,30,10138
March,12,31,5127
March,12,34,4907
March,12,35,41188
March,12,36,9372
March,12,37,3082
March,12,39,8062
March,12,40,8142
March,12,41,42800
March,12,42,11494
March,12,43,9259
March,12,44,2299
March,12,45,21138
March,12,46,3536
March,12,47,23572
March,12,48,5871
March,12,49,3397
March,12,50,6017
March,12,51,3479
March,12,52,10019
March,12,53,19461
March,12,54,5596
March,12,55,23611
March,12,56,8476
March,12,57,25505
March,12,58,22258
March,12,59,7021
March,12,61,20033
March,12,62,3488
March,12,63,15213
March,12,64,10223
March,13,1,26472
March,13,2,20825
March,13,3,28038
March,13,4,31588
March,13,5,31542
March,13,6,34973
March,13,7,3847
March,13,8,4649
March,13,9,20407
March,13,10,4942
March,13,11,869
March,13,12,3884
March,13,14,11594
March,13,15,20991
March,13,17,14982
March,13,18,10145
March,13,19,10980
March,13,20,7260
March,13,21,13191
March,13,22,42977
March,13,23,11125
March,13,24,32490
March,13,25,22249
March,13,26,13712
March,13,28,25778
March,13,29,4913
March,13,30,11383
March,13,31,5430
March,13,34,3550
March,13,35,39430
March,13,36,9619
March,13,37,3502
March,13,39,7404
March,13,40,7506
March,13,41,40948
March,13,42,9954
March,13,43,7261
March,13,44,1759
March,13,45,19716
March,13,46,2979
March,13,47,23555
March,13,48,5785
March,13,49,3221
March,13,50,5949
March,13,51,3717
March,13,52,10232
March,13,53,18566
March,13,54,4580
March,13,55,22812
March,13,56,8516
March,13,57,21361
March,13,58,20815
March,13,59,6012
March,13,61,17449
March,13,62,3528
March,13,63,15966
March,13,64,8729
March,13,65,14061
March,14,1,24473
March,14,2,18452
March,14,3,24141
March,14,4,26770
March,14,5,28853
March,14,6,24314
March,14,7,4513
March,14,8,2892
March,14,9,2160
March,14,10,1251
March,14,11,1033
March,14,12,4643
March,14,14,8714
March,14,15,17367
March,14,17,4344
March,14,18,2506
March,14,19,10826
March,14,20,7891
March,14,21,13109
March,14,22,36062
March,14,23,4146
March,14,24,15038
March,14,25,21791
March,14,26,14589
March,14,27,4654
March,14,28,20492
March,14,29,8917
March,14,30,11785
March,14,31,6407
March,14,34,1840
March,14,35,34882
March,14,36,5298
March,14,37,3800
March,14,39,2056
March,14,40,3536
March,14,41,32782
March,14,42,4695
March,14,43,2262
March,14,44,920
March,14,45,16078
March,14,46,1030
March,14,47,21106
March,14,48,7492
March,14,49,4133
March,14,50,7044
March,14,51,3659
March,14,52,8733
March,14,53,12684
March,14,54,1950
March,14,55,21884
March,14,56,6349
March,14,57,3289
March,14,58,9430
March,14,59,2025
March,14,61,7333
March,14,62,3392
March,14,63,11483
March,14,64,1820
March,14,65,11102
March,15,1,18231
March,15,2,13550
March,15,3,18697
March,15,4,20548
March,15,5,18826
March,15,6,18704
March,15,7,2936
March,15,8,2924
March,15,9,1688
March,15,10,860
March,15,11,1387
March,15,12,5035
March,15,14,6858
March,15,15,15092
March,15,17,2962
March,15,18,1526
March,15,19,8825
March,15,20,5997
March,15,21,11620
March,15,22,30112
March,15,23,2936
March,15,24,10348
March,15,25,17423
March,15,26,13232
March,15,27,3599
March,15,28,13581
March,15,29,4901
March,15,30,10194
March,15,31,5194
March,15,34,1505
March,15,35,25661
March,15,36,3537
March,15,37,3042
March,15,39,1406
March,15,40,2661
March,15,41,24278
March,15,42,2507
March,15,43,1910
March,15,44,709
March,15,45,12531
March,15,46,1027
March,15,47,15929
March,15,48,6432
March,15,49,4063
March,15,50,5585
March,15,51,3151
March,15,52,7807
March,15,53,9606
March,15,54,1548
March,15,55,18974
March,15,56,2858
March,15,57,2437
March,15,58,7694
March,15,59,1810
March,15,61,6410
March,15,62,2705
March,15,63,8480
March,15,64,1462
March,15,65,8312
March,16,1,21826
March,16,2,15930
March,16,3,20745
March,16,4,23350
March,16,5,19677
March,16,6,27791
March,16,7,4611
March,16,8,4896
March,16,9,19514
March,16,10,4597
March,16,11,1410
March,16,12,5351
March,16,14,9530
March,16,15,17556
March,16,17,13647
March,16,18,8975
March,16,19,8024
March,16,20,3971
March,16,21,11008
March,16,22,42707
March,16,23,9250
March,16,24,28216
March,16,25,16804
March,16,26,10012
March,16,27,2644
March,16,28,14674
March,16,29,4255
March,16,30,7723
March,16,31,4022
March,16,34,3376
March,16,35,30346
March,16,36,6751
March,16,37,2725
March,16,39,6158
March,16,40,5584
March,16,41,30681
March,16,42,8735
March,16,43,8081
March,16,44,2915
March,16,45,15721
March,16,46,2980
March,16,47,18733
March,16,48,3787
March,16,49,2038
March,16,50,4548
March,16,51,3238
March,16,52,8652
March,16,53,14518
March,16,54,5078
March,16,55,21321
March,16,56,7259
March,16,57,18463
March,16,58,17907
March,16,59,5033
March,16,61,16871
March,16,62,3010
March,16,63,11619
March,16,64,8242
March,16,65,10848
March,17,1,19012
March,17,2,13478
March,17,3,18502
March,17,4,20094
March,17,5,16438
March,17,6,23146
March,17,7,3917
March,17,8,4668
March,17,9,16082
March,17,10,4006
March,17,11,1284
March,17,12,4605
March,17,14,7557
March,17,15,15722
March,17,17,12081
March,17,18,8233
March,17,19,6783
March,17,20,3696
March,17,21,9183
March,17,22,38538
March,17,23,7431
March,17,24,23871
March,17,25,14196
March,17,26,12722
March,17,27,3278
March,17,28,11922
March,17,29,3658
March,17,30,6331
March,17,31,3919
March,17,34,2899
March,17,35,26678
March,17,36,6408
March,17,37,2461
March,17,39,5306
March,17,40,5439
March,17,41,26369
March,17,42,8107
March,17,43,6901
March,17,44,2499
March,17,45,13754
March,17,46,2724
March,17,47,16868
March,17,48,5130
March,17,49,3239
March,17,50,4310
March,17,51,1970
March,17,52,7966
March,17,53,12996
March,17,54,4289
March,17,55,19882
March,17,56,6310
March,17,57,15361
March,17,58,15539
March,17,59,4681
March,17,61,13531
March,17,62,2926
March,17,63,10107
March,17,64,7202
March,17,65,9021
March,18,1,15806
March,18,2,12313
March,18,3,16349
March,18,4,18271
March,18,5,13982
March,18,6,19190
March,18,7,3532
March,18,8,3640
March,18,9,12906
March,18,10,3065
March,18,11,1169
March,18,12,4877
March,18,14,6026
March,18,15,13417
March,18,17,10189
March,18,18,6484
March,18,19,6491
March,18,20,3231
March,18,21,7838
March,18,22,33601
March,18,23,5782
March,18,24,20756
March,18,25,12261
March,18,26,8858
March,18,27,2203
March,18,28,9007
March,18,29,3100
March,18,30,6099
March,18,31,3932
March,18,34,2163
March,18,35,21573
March,18,36,5884
March,18,37,2077
March,18,39,4346
March,18,40,4514
March,18,41,23673
March,18,42,6088
March,18,43,4210
March,18,44,1099
March,18,45,12275
March,18,46,2478
March,18,47,14684
March,18,48,3257
March,18,49,1805
March,18,50,4211
March,18,51,2552
March,18,52,7210
March,18,53,10507
March,18,54,3580
March,18,55,18232
March,18,56,5761
March,18,57,7577
March,18,58,13342
March,18,59,4622
March,18,61,10746
March,18,62,2459
March,18,63,8988
March,18,64,5941
March,18,65,7979
March,19,1,14949
March,19,2,12146
March,19,3,14987
March,19,4,16996
March,19,5,12839
March,19,6,18269
March,19,7,3050
March,19,8,3114
March,19,9,10771
March,19,10,2994
March,19,11,1054
March,19,12,3828
March,19,14,5809
March,19,17,8632
March,19,18,5716
March,19,19,5688
March,19,20,3066
March,19,21,7230
March,19,22,29896
March,19,23,5408
March,19,24,19691
March,19,25,11086
March,19,26,10181
March,19,27,2491
March,19,28,8107
March,19,29,2652
March,19,30,5639
March,19,31,3299
March,19,34,1930
March,19,35,19996
March,19,36,5167
March,19,37,1987
March,19,39,4082
March,19,40,3862
March,19,41,21748
March,19,42,4900
March,19,43,3817
March,19,44,856
March,19,45,11292
March,19,46,2054
March,19,47,13549
March,19,48,4301
March,19,49,2635
March,19,50,4052
March,19,51,2617
March,19,52,6532
March,19,53,10031
March,19,54,2723
March,19,55,16928
March,19,56,5498
March,19,57,7273
March,19,58,12245
March,19,59,3453
March,19,61,9319
March,19,62,2357
March,19,63,8384
March,19,64,5097
March,19,65,7340
March,20,1,15569
March,20,2,12304
March,20,3,15309
March,20,4,18092
March,20,5,12736
March,20,6,17866
March,20,7,2998
March,20,8,3046
March,20,9,8993
March,20,10,2483
March,20,11,851
March,20,12,3633
March,20,14,5663
March,20,17,8115
March,20,18,5273
March,20,19,5793
March,20,20,3403
March,20,21,8496
March,20,22,28254
March,20,23,5047
March,20,24,17726
March,20,25,11979
March,20,26,10036
March,20,27,2636
March,20,28,8453
March,20,29,2770
March,20,30,5907
March,20,31,3890
March,20,34,1698
March,20,35,19892
March,20,36,4504
March,20,37,2200
March,20,39,3792
March,20,40,3962
March,20,41,21881
March,20,42,3810
March,20,43,2787
March,20,44,803
March,20,45,10897
March,20,46,1599
March,20,47,13736
March,20,48,4009
March,20,49,2820
March,20,50,4345
March,20,51,2622
March,20,52,6214
March,20,53,10024
March,20,54,2327
March,20,55,15938
March,20,56,5135
March,20,57,5935
March,20,58,11593
March,20,59,2759
March,20,61,8334
March,20,62,2338
March,20,63,8682
March,20,64,4309
March,20,65,6924
March,21,1,11300
March,21,2,9764
March,21,3,13122
March,21,4,13758
March,21,5,9180
March,21,6,11776
March,21,7,2018
March,21,8,2395
March,21,9,1517
March,21,10,876
March,21,11,1043
March,21,12,3736
March,21,14,4423
March,21,17,1858
March,21,18,1302
March,21,19,5085
March,21,20,3066
March,21,21,6908
March,21,22,20003
March,21,23,2190
March,21,24,7961
March,21,25,10136
March,21,26,9389
March,21,27,2912
March,21,28,4161
March,21,29,2706
March,21,30,5525
March,21,31,3737
March,21,34,843
March,21,35,15372
March,21,36,1867
March,21,37,2078
March,21,39,1003
March,21,40,1300
March,21,41,15182
March,21,42,1071
March,21,43,1065
March,21,44,470
March,21,45,7903
March,21,46,636
March,21,47,10441
March,21,48,4261
March,21,49,2933
March,21,50,4497
March,21,51,2426
March,21,52,4678
March,21,53,5982
March,21,54,1213
March,21,55,13122
March,21,56,4092
March,21,57,1956
March,21,58,5156
March,21,59,1600
March,21,61,3985
March,21,62,1739
March,21,63,5600
March,21,64,1066
March,21,65,4929
March,22,1,9601
March,22,2,6865
March,22,3,9625
March,22,4,9253
March,22,5,6348
March,22,6,8444
March,22,7,1784
March,22,8,1956
March,22,9,952
March,22,10,645
March,22,11,679
March,22,12,2616
March,22,14,3058
March,22,17,1257
March,22,18,722
March,22,19,4353
March,22,20,1984
March,22,21,5652
March,22,22,17320
March,22,23,1524
March,22,24,5846
March,22,25,7422
March,22,26,8038
March,22,27,2186
March,22,28,3213
March,22,29,1980
March,22,30,3999
March,22,31,2750
March,22,34,671
March,22,35,10502
March,22,36,1206
March,22,37,1441
March,22,39,510
March,22,40,954
March,22,41,10404
March,22,42,898
March,22,43,721
March,22,44,426
March,22,45,5330
March,22,46,611
March,22,47,7854
March,22,48,3600
March,22,49,2434
March,22,50,3620
March,22,51,1884
March,22,52,3327
March,22,53,3669
March,22,54,852
March,22,55,12484
March,22,56,3058
March,22,57,1566
March,22,58,4115
March,22,59,1050
March,22,61,3218
March,22,62,1650
March,22,63,3740
March,22,64,924
March,22,65,3042
March,23,1,10079
March,23,2,8920
March,23,3,9673
March,23,4,12411
March,23,5,7332
March,23,6,11232
March,23,7,2465
March,23,8,2352
March,23,9,7443
March,23,10,1989
March,23,11,670
March,23,12,2740
March,23,14,3766
March,23,17,6236
March,23,18,4204
March,23,19,3800
March,23,20,2109
March,23,21,5790
March,23,22,21126
March,23,23,3582
March,23,24,12085
March,23,25,7819
March,23,26,5310
March,23,27,1453
March,23,28,5571
March,23,29,1774
March,23,30,3723
March,23,31,2360
March,23,34,1312
March,23,35,11338
March,23,36,3133
March,23,37,1288
March,23,39,2685
March,23,40,3407
March,23,41,14905
March,23,42,2059
March,23,43,1461
March,23,44,656
March,23,45,7731
March,23,46,1080
March,23,47,10236
March,23,48,2098
March,23,49,1719
March,23,50,2681
March,23,51,1877
March,23,52,4020
March,23,53,7467
March,23,54,1052
March,23,55,13236
March,23,56,3698
March,23,57,4899
March,23,58,7747
March,23,59,1931
March,23,61,4536
March,23,62,1527
March,23,63,6227
March,23,64,2505
March,23,65,4570
March,24,1,7406
March,24,2,5516
March,24,3,5697
March,24,4,7869
March,24,5,5517
March,24,6,9132
March,24,7,2904
March,24,8,2328
March,24,9,4888
March,24,10,1512
March,24,11,742
March,24,12,2715
March,24,14,2670
March,24,17,4021
March,24,18,2689
March,24,19,2229
March,24,20,1310
March,24,21,3672
March,24,22,17028
March,24,23,2964
March,24,24,9706
March,24,25,6285
March,24,26,5536
March,24,27,1435
March,24,28,4404
March,24,29,1567
March,24,30,2214
March,24,31,1865
March,24,34,960
March,24,35,9706
March,24,36,2384
March,24,37,870
March,24,39,1631
March,24,40,2419
March,24,41,9866
March,24,42,1505
March,24,43,1022
March,24,44,529
March,24,45,5187
March,24,46,721
March,24,47,7230
March,24,48,2198
March,24,49,2357
March,24,50,2067
March,24,51,1557
March,24,52,2407
March,24,53,4967
March,24,54,953
March,24,55,9605
March,24,56,2919
March,24,57,3769
March,24,58,5828
March,24,59,1085
March,24,61,2700
March,24,62,1291
March,24,63,3886
March,24,64,2224
March,24,65,3140
March,25,1,5526
March,25,2,4940
March,25,3,5231
March,25,4,7172
March,25,5,4608
March,25,6,7095
March,25,7,1983
March,25,8,2057
March,25,9,4107
March,25,10,1206
March,25,11,659
March,25,12,2275
March,25,14,2259
March,25,17,3484
March,25,18,2400
March,25,19,2226
March,25,20,949
March,25,21,3302
March,25,22,14323
March,25,23,2577
March,25,24,8787
March,25,25,5913
March,25,26,3622
March,25,27,1046
March,25,28,3215
March,25,29,1277
March,25,30,2015
March,25,31,1728
March,25,34,782
March,25,35,8144
March,25,36,2056
March,25,37,875
March,25,39,1337
March,25,40,1909
March,25,41,8427
March,25,42,890
March,25,43,610
March,25,44,370
March,25,45,4373
March,25,46,539
March,25,47,6284
March,25,48,1439
March,25,49,1459
March,25,50,1900
March,25,51,1365
March,25,52,2101
March,25,53,4358
March,25,54,880
March,25,55,8678
March,25,56,2716
March,25,57,3419
March,25,58,5064
March,25,59,994
March,25,61,2268
March,25,62,1064
March,25,63,3362
March,25,64,1584
March,25,65,2724
March,26,1,6425
March,26,2,4802
March,26,3,5328
March,26,4,6658
March,26,5,4685
